b'\\u201cI\\u2019m not Muslim but fuck the police\\u201d \\U0001f92f cause they don\\u2019t eat pork... ! @PDE_YOUNGNUDY',b'1232094443131559936',b'CARDO \\u24cb',b'RicardoAlan_',b'trap',"b'tx, #txst22'",b'541',b'252',b'4',b'2010',b'4050',b'False',b'False',b'True',b'False',b'2014-02-21 15:31:24'
b'Exactement!! Soubhana l-Laah https://t.co/iRGyTAv9wM',b'1232087387217498114',b'\\U0001f449\\U0001f3fe\\U0001f47bOuthman_cdrc\\U0001f47b\\U0001f448\\U0001f3fe',b'Outhman_Muslim',b'Ile-de-France |93|',"b""\\U0001f54b\\U0001f4ab Dieu existe et rien n'est tel que Lui, quoi que tu puisses imaginer ce n'est pas Lui. \\U0001f4ab \\U0001f54b\\n\\n                       \\n\\n\\n \\u2728\\U0001f47bouthman_cdrc\\U0001f47b\\u2728""",b'364',b'1208',b'1',b'3445',b'1010',b'False',b'False',b'True',b'False',b'2015-05-17 06:05:41'
b'@arifinpribadi @jokowi @PolhukamRI @Puspen_TNI @mohmahfudmd @RomeskoP dimana hukum undang2 kita...klo tmpat buat ib\\u2026 https://t.co/jsnMO6jP3r',b'1232087361531584516',b'Hendra Andreanto',b'AndreantoHendra',"b'DKI Jakarta, Indonesia'",b'ordinary people...new akun..akun lama wafat di mkn kadrun ..\\U0001f1ee\\U0001f1e9NKRI\\u270a\\U0001f1ee\\U0001f1e9HARGA\\U0001f1ee\\U0001f1e9 MATI..\\U0001f1ee\\U0001f1e9',b'1325',b'1604',b'0',b'3962',b'4211',b'False',b'False',b'True',b'False',b'2019-01-11 12:47:24'
b'5:8 am in Delhi.\\nMuslim men &amp; women guarding their homes against fascist Hindutva mobs. #WhyBJPBurningDelhi\\u2026 https://t.co/2ZZCBTay5P',b'1232087349460455425',b'Shadab Siddiqui',b'Shadabofficial',"b'Mumbai, India'",b'Film Maker by heart and not by profession. #Activist #Speaker #Indian',b'2801',b'529',b'0',b'4461',b'7049',b'False',b'False',b'True',b'False',b'2017-01-30 19:51:31'
b'FLY RYANAIR!!! The airline does extra anti-terror checks on muslim men at\\xa0airports!\\n#CommenSense https://t.co/fEsE7tfXZd',b'1232087336424480769',b'\\U0001f194 Benny Q Whiteman [\\u23e9\\U0001f4f0\\U0001f4ac]',b'alainthibaut1',b'',b'\\U0001f310Critical World News // Satire \\U0001f534 #MAGA \\U0001f534 #KAG \\U0001f4ae Educating liberals \\U0001f4ae Paradox Of Tolerance \\U0001f4ae\\nislam critical \\U0001f536Freedom is never more than a generation away',b'1149',b'1053',b'10',b'14883',b'892',b'False',b'False',b'True',b'False',b'2012-06-26 19:10:34'
b'i\\u2019m muslim how tf i just teach naeyah how to make some pork chops\\U0001f974\\U0001f602',b'1232087321828261888',b'Ashaanti\\U0001f54a',b'_Shaant',b'Living life & forgot about u..',"b""She's got a beautiful mind, you can't buy that\\u2728 K.H.H\\U0001f418""",b'536',b'316',b'1',b'9449',b'14058',b'False',b'False',b'True',b'False',b'2014-03-02 01:51:51'
b'@zorropetro @abcnews Yes Pav. Where\\u2019s the trumpeting from the conservatives about the dangers of the far right the\\u2026 https://t.co/YZobatZsc1',b'1232087300764364800',b'peter',b'peter57419550',b'',"b'Interested in what\\u2019s happening wth politics, addressing climate change and learning more about aboriginal culture and language'",b'2',b'24',b'0',b'241',b'221',b'False',b'True',b'True',b'False',b'2019-05-31 22:07:05'
"b'Mencela seorang muslim adalah suatu kefasikan, dan memeranginya adalah suatu kekufuran.\\u201d [Diriwayatkan oleh Al-Bukhary dan Muslim]'",b'1232087300349104128',b'TRIS !',b'trisoktaaaaa',b'Home Sweet Home',b':D Hy Lulus UNIKOM',b'748',b'11',b'3',b'149712',b'0',b'False',b'False',b'True',b'False',b'2013-08-11 08:53:54'
"b""@IlhanMN Iihan you might be American just you don't act like being American you want to tear this country down to fit your Muslim ideals .""",b'1232087284788363265',b'MD',b'MD_523',"b'Arkansas, USA'","b'l use to be a Dem when l see now how Dems are betraying the country l change party.A proud   son of WW2 Bronze Metal Vet,'",b'408',b'461',b'0',b'3703',b'2598',b'False',b'False',b'False',b'False',b'2013-08-23 01:18:05'
"b'@AnikaShakir @DanielleNicki Oooh, I have one about a Pakistani Muslim too!  We should script swap when I\\u2019m done ;)'",b'1232087261124034562',b'Anim8trGirl',b'ElainaCScott',"b'Los Angeles, CA'","b'Former Anim Lead on CW Superhero shows, previously Senior Previs Artist at Lightstorm Entertainment.  Now, Senior Animator at The Initiative. Screenwriting 2!'",b'2898',b'5002',b'30',b'87922',b'229786',b'False',b'False',b'True',b'False',b'2018-03-04 01:54:00'
b'@iamadiiiee @CA_Salmanboi It is a lie. Agar aisa hota toh kab ka ho chuka hota. Government khud q direct jaa k baat\\u2026 https://t.co/6jZ4Hk7GlW',b'1232087259760885760',b'Jawwad Khan',b'JawwadK80535441',b'Mumbai maharashtra India',b'Indian Muslim.....',b'20',b'76',b'0',b'1279',b'971',b'False',b'False',b'True',b'False',b'2017-10-09 13:54:37'
"b'https://t.co/glIvGtIXLk Speaking of this about last night, one of the leaders killed was identified as Abu Muslim A\\u2026 https://t.co/4YAjymcwSR'",b'1232087254786625542',b'T\\xd8M C\\u039bT',b'TomtheBasedCat',b'',"b'Focused on observing Iraq, Syria much less. Calling BS regardless of side. Not: Activist/Analyst\\n\\n||Like is typically an acknowledgement|| RT not endorsement.'",b'7821',b'250',b'224',b'57553',b'51499',b'False',b'False',b'False',b'False',b'2016-01-18 15:07:30'
"b""This is exactly why Quaid-E-Azam made Pakistan. Their sacrifice was never for a pointless cause. \\U0001f494 I'm horrified an\\u2026 https://t.co/Mp2VwU4lCG""",b'1232087227959795712',b'Laiba Idrees',b'laiba_idrees',b'',b'',b'3',b'10',b'0',b'59',b'9',b'False',b'True',b'True',b'False',b'2015-06-26 17:26:14'
b'@padders001 @shankarvshankar @peta halal meat slaughter (in halal meat stores and on Eid-al-Adha) is also done in a\\u2026 https://t.co/8WtonErxvG',b'1232087205641957376',b'little cow',b'tinylittlecow',b'',b'problematic person',b'390',b'473',b'2',b'13587',b'32446',b'False',b'False',b'False',b'False',b'2010-07-22 21:42:15'
b'Taj Mahal was built by Muslim Architect and all builders were Muslim.The Mughal Emperor Shah Jahan ordered to build\\u2026 https://t.co/RzH2pmiYnE',b'1232087204668858368',b'syed hamid naveed',b'usa4200',"b'Fayetteville, NC'",b'\\u062c\\u06d2 \\u0645\\u0627\\u06c1\\u06cc \\u0645\\u06cc\\u0631\\u0627 \\u0645\\u06cc\\u0631\\u06d2 \\u062f\\u06a9\\u06be\\u0627\\u06ba \\u0631\\u0627\\u0636\\u06cc\\u061b \\u0645\\u06cc\\u06ba \\u0633\\u06a9\\u06be \\u0646\\u0648\\u06ba \\u0686\\u0648\\u0644\\u06c1\\u06d2 \\u067e\\u0627\\u0648\\u0627\\u06ba\\U0001f49a U \\u06c1\\u0648 \\u06af\\u0626\\u06d2 \\u062a\\u0633\\u0628\\u06cc\\u062d \\u0645\\u06cc\\u06ba \\u06af\\u064f\\u0645 \\u06a9\\u06be\\u0627 \\u06a9\\u0631 \\u0641\\u0631\\u06cc\\u0628\\u0650 \\u0632\\u0646\\u062f\\u06af\\u06cc \\u06cc\\u06c1 \\u0628\\u064f\\u06be\\u0644\\u0627 \\u0628\\u06cc\\u0679\\u06be\\u06d2 \\u062a\\u06be\\u06d2 \\u06c1\\u0645 \\u06a9\\u06c1 \\u0648\\u06c1 \\u062f\\u0644\\u0650 \\u0628\\u0633\\u0645\\u0650\\u0644 \\u0645\\u06cc\\u06ba \\u06c1\\u06d2 \\u200f\\U0001f60d',b'462',b'4812',b'0',b'5612',b'2025',b'False',b'False',b'True',b'False',b'2014-08-15 16:23:51'
"b'C\'est ce que vous trouvez comme chaleur la plus intense (en \\xe9t\\xe9) et comme froid le plus intense (en hiver)"".\\n [Musl\\u2026 https://t.co/km5sOg899R'",b'1232087188541726720',b'\\u51cc\\u66c9\\u96e8 \\U0001f90d',b'kururolcfrs',b'',b'Rin Shaoy\\u016b\\n\\U0001f1e9\\U0001f1ff',b'70',b'72',b'0',b'364',b'4187',b'False',b'False',b'True',b'False',b'2019-06-21 23:03:34'
b'@zeashmalik You must be such a nice mUsLiM to say that.',b'1232087184435531781',b'GK',b'BadGKS',b'',b'',b'1',b'27',b'0',b'46',b'5',b'False',b'False',b'True',b'False',b'2016-12-12 12:21:51'
"b'@Abu__Azhary @mas__piyuuu Menurut EYD KBBI yg baru memang seperti itu, Adzan menjadi Azan. Ramadhan jadi ramadan.\\u2026 https://t.co/VJhPO671UE'",b'1232087176625577985',b'kodok_burik',b'kodokburik10',b'',b'',b'1',b'19',b'0',b'47',b'7',b'False',b'False',b'True',b'False',b'2020-01-21 06:21:43'
b'@MandirGuy Sharukh is a muslim and he is a terrorist\\n#SharukhTerrorist',b'1232087148754374657',b'@ks_96',b'aksd96',"b'Gorakhpur, India'",b'',b'5',b'44',b'0',b'18',b'874',b'False',b'True',b'True',b'False',b'2017-01-24 17:23:54'
b'@albanianicegirl solange man als muslim stirbt ist der tod besser objektiv',b'1232087142274412544',b'jos',b'jos_1k',b'jos',b'jos',b'205',b'91',b'0',b'4881',b'8867',b'False',b'False',b'True',b'False',b'2019-11-04 17:20:58'
b'Research by Pew Research Center has found that Azerbaijan is the most secular country in the entire Muslim world de\\u2026 https://t.co/DMHs7q4QTj',b'1232087116932358144',b'\\U0001f1e6\\U0001f1ff\\U0001f1f9\\U0001f1f7',b'CezriOghuz',b'Turan ',b'Reincarnation of Enver Pasha\\n\\nErmenistan \\xf6l\\xfcm.\\n\\nMashaTengri.\\n\\nMy Pan Turk discord server: https://t.co/LpGxZIejDg',b'176',b'121',b'0',b'468',b'697',b'False',b'False',b'False',b'False',b'2016-05-28 18:07:14'
b'Never once did I ever read either of the 2 in the 4 stooges say they are American.  https://t.co/2QMWHsQqzP via @gatewaypundit',b'1232087094752772096',b'Michael Adoms',b'AdomsMichael',b'Neb',"b""Proud deplorable, cult 45 member, All Libs are insane. I support the 1st real president we've had in decades and maybe longer.""",b'942',b'998',b'0',b'10507',b'13695',b'False',b'False',b'True',b'False',b'2018-12-31 15:48:43'
b'What a lowlife Muslim extremist/ cheater. https://t.co/jzBiPzFDaO',b'1232087090814423040',b'tom',b'tom96106962',b'',b'',b'95',b'320',b'1',b'7767',b'6474',b'False',b'True',b'True',b'False',b'2019-10-18 11:58:15'
"b""Imagine being a Muslim and thinking this isn't disrespectful towards Islam and Rasulullah SAW. Na'uzubillahiminzali\\u2026 https://t.co/AQa46Puk7c""",b'1232087061722619905',b'\\u0646\\u0648\\u0646\\u064a \\u0639\\u0628\\u062f\\u0627\\u0644\\u0645\\u062c\\u064a\\u062f',b'earthlingoddite',b'Kuala Lumpur',b'Henrik Holm \\U0001f497 80% Malaysian 20% Achenese.',b'290',b'298',b'1',b'22722',b'2897',b'False',b'False',b'False',b'False',b'2012-05-28 05:03:24'
b'@yettiaka Wis ga usah ribut. Ga usah di besar2 kan. Yang suka komen yg ga suka gasah komen atau blok sekalian. Sene\\u2026 https://t.co/1Bpzjvc0IH',b'1232087041615134720',b'luke',b'Lukethewiseman',b'Bandar Lampung',b'Baik hati dan bersahaja. Ordinari man with extra ordinari Love \\U0001f60e',b'1794',b'2032',b'0',b'2914',b'3067',b'False',b'False',b'True',b'False',b'2019-02-03 16:08:03'
b'@sleepyamel He\\u2019s Jewish? Fights for Zionism? Despises palestinians? Pretends to be a Muslim? He is an imam of jews.',b'1232087018991226880',b'Samantha \\u262a\\ufe0f',b'datounn',b'Canada',b'Muslim.',b'3721',b'2346',b'6',b'3036',b'12978',b'False',b'False',b'True',b'False',b'2019-10-20 02:42:07'
b'@Ayisha_Mslut @NavelVeriyan @Sharanya_off @Pooja_Aunty @anandhi06228 @muslim_ladki @muslim_bud @its_Sangitha @kavyaa231 @poojadidi17 \\U0001f929\\U0001f60d\\U0001f618',b'1232087008081784837',b'Marquesoli',b'marquesoli2',"b'Goi\\xe2nia, Brasil'",b'.',b'34',b'110',b'0',b'1384',b'8552',b'False',b'False',b'True',b'False',b'2017-06-18 01:50:40'
b'@ReallySwara You are bangladeshi muslim who changed the identity cop must check your background',b'1232087002708955136',b'nilesh damakale',b'nilesh_damakale',b'satara',b'',b'7',b'43',b'0',b'75',b'6',b'False',b'False',b'True',b'False',b'2014-04-24 09:16:22'
b'@Globalist_Mo @malkaavram @RonColeman @NSRoundtable @irish_jew @AndrewShakespe6 @DNy1818 @CanfieldKenny\\u2026 https://t.co/FsTUuvPrXh',b'1232086989819740161',b'Yocheved',b'dlsmith0817',b'',"b'We can easily forgive a child who is afraid of the dark, the real tragedy is when men are afraid of the light.    Plato'",b'2232',b'1320',b'36',b'131928',b'258325',b'False',b'False',b'True',b'False',b'2014-10-08 19:45:08'
b'@AmazirghF @crocblanc19 @Lion2Gaza @GambinoRayyan @LAkfadou @Chifboubara1 @bylka_xyzkl_ @LrfAbdu @En_Impesanteur\\u2026 https://t.co/GsVQXqXIFH',b'1232086987064119304',b'DZ',b'AbuBeckman',b'United Islamic Maghreb \\U0001f3f4',b'Bylka de Bejaia\\n\\n\\U0001f1f2\\U0001f1e6 \\U0001f1e9\\U0001f1ff \\U0001f1f9\\U0001f1f3 \\U0001f1f1\\U0001f1fe \\U0001f1f5\\U0001f1f8 \\u2d63',b'285',b'280',b'0',b'747',b'1236',b'False',b'False',b'True',b'False',b'2019-11-15 18:18:59'
"b""if the same things that we're said to that priest we're said to a buddhist , jewish or muslim religious leader ther\\u2026 https://t.co/TvPAwGB2GF""",b'1232086963047587841',b'irishpatriot',b'irishpatriot11',b'',"b'fan of political discussion , irish and proud'",b'18',b'33',b'0',b'665',b'121',b'False',b'False',b'True',b'False',b'2020-02-09 19:02:32'
b'he was like \\u201cwe\\u2019re catholic so it\\u2019s been kinda hard\\u201d n i was like \\u201coh buddy i\\u2019m muslim i Gets It\\u201d n him n his mom were so shockedjfhdnbd',b'1232086947905978368',b'\\u2661',b'moonzrise',"b'Los Angeles, CA'",b'zeldas_lullaby.mp3',b'89',b'121',b'3',b'9351',b'9205',b'False',b'False',b'False',b'False',b'2018-12-04 06:16:22'
"b""@winkkoo I'm Muslim no relationship out of marriage  and I'm not sad about this I feel fine not a big deal""",b'1232086942499647488',b'rayjkyan\\U0001f49b\\U0001f407\\u06677\\u2077\\u0633\\u062a\\u0631\\u064a\\u0645 ego',b'jk7Rayan99bts',b'\\u0633\\u0644\\u0637\\u0646\\u0629 \\u0639\\u0645\\u0627\\u0646',b'\\u200f\\u200f\\u200f\\u200f\\u200f\\u200f\\u0627\\u0644\\u062d\\u0645\\u062f \\u0627\\u0644\\u0644\\u0647 \\u0627\\u0644\\u0630\\u064a \\u062c\\u0639\\u0644\\u0646\\u064a \\u0645\\u0646 \\u0627\\u0644\\u0645\\u0633\\u0644\\u0645\\u064a\\u0646\\nl am a fan for bts \\nkpop',b'204',b'314',b'2',b'5748',b'4423',b'False',b'False',b'True',b'False',b'2018-05-08 15:56:09'
b'#twittercats #CatsOnTwitter #CatsOfTwitter #MondayMotivation #MondayMood. N before u slag me off... I speak as a Mu\\u2026 https://t.co/rct3ApSbeK',b'1232086906139181057',b'LadyTruth who knows not that much \\U0001f914\\U0001f644\\U0001f44d',b'LadyTruth11',"b'London, England'",b'Mad \\U0001f640 lady..... Just mad cat person. Loves animals n humans who r kind to them. Fierce defender of abused n neglected.....',b'1300',b'1858',b'3',b'6594',b'1664',b'False',b'False',b'True',b'False',b'2019-02-20 18:34:06'
b'@ReallySwara @DelhiPolice Why the police is in civil dress or they Hindu or Muslim',b'1232086884425269248',b'Umar Farooq',b'mepetriotic',"b'Quetta, Pakistan'",b'I follow human who do care about humanity and doesnt care about politics\\nJournalist columnist social worker',b'278',b'67',b'1',b'8122',b'298',b'False',b'False',b'False',b'False',b'2013-01-02 09:40:44'
b'@PressTV Anti Muslim',b'1232086882470723584',b'Hdstrakhi',b'hdstrakhi',b'',b'Hussain D Silwa Town North Nazimabad Karachi',b'91',b'1580',b'0',b'6484',b'11916',b'False',b'True',b'True',b'False',b'2019-03-06 09:52:42'
b'Sanders wins endorsement of top Muslim group | TheHill https://t.co/3CZnU4ZCvQ',b'1232086868575113217',b'Lyle Klich\\u274c',b'LyleKlich',b'',"b'Conservative Rep, pro Israel, anti #ObamaClintonCabal #Qanon #MAGA #KAG . Interior Designer #MAGA #TrumpTrain #Deplorables #HillaryforPrison #FBICorruption'",b'15970',b'15939',b'326',b'438924',b'140639',b'False',b'False',b'True',b'False',b'2012-04-21 15:30:31'
b'Bgmn ketika muslim sebagai minoritas.  @GPAnsor_Satu ? https://t.co/7JGY1i0bWa',b'1232086830691934208',b'Gus-sah salam yg aneh aneh',b'jacktherock5',b'',b'i read infoh for dakwah',b'382',b'329',b'0',b'8199',b'4199',b'False',b'False',b'True',b'False',b'2019-06-10 14:46:24'
b'Old America Hating Communist Sanders wins endorsement of top Muslim group | TheHill ... #BernieIsACommunist #Bernie\\u2026 https://t.co/4wfXAqc9RX',b'1232086827403816963',b'Lyle Klich\\u274c',b'LyleKlich',b'',"b'Conservative Rep, pro Israel, anti #ObamaClintonCabal #Qanon #MAGA #KAG . Interior Designer #MAGA #TrumpTrain #Deplorables #HillaryforPrison #FBICorruption'",b'15970',b'15939',b'326',b'438924',b'140639',b'False',b'False',b'True',b'False',b'2012-04-21 15:30:31'
"b'Apparently ""practical Judaism"" means helping AIPAC actively steer US foreign policy in an anti-Muslim direction? https://t.co/jDwnKDX9am'",b'1232086774513618947',b'Steve Phillips',b'elimisteve',"b'San Francisco, CA'","b'Thinker & doer. Founder, @EffectiveAF: Making activists 10x more powerful via action-oriented communities & autonomous software. Join: https://t.co/g0rit5c2Iu'",b'1928',b'3194',b'111',b'7944',b'7409',b'False',b'False',b'True',b'False',b'2007-11-20 04:20:15'
"b'@ParkerMolloy @tedcruz Black?? You think we\\u2019re \\u201ctriggered\\u201d that she\\u2019s BLACK?? Or Muslim? No you don\\u2019t, and neither\\u2026 https://t.co/Bk0LNtqkY8'",b'1232086748068536320',b'Independent2020',b'BSNJDInTX',"b'Texas, USA'",b'',b'12',b'41',b'0',b'612',b'452',b'False',b'False',b'True',b'False',b'2018-05-15 00:07:14'
b'@ICYTWAT I be just thankin him for being awake and healthy. Grew up muslim but not i am really religious.',b'1232086747980423168',b'Hustoosleepy',b'Hustoosleepy',b'',b'Too weird to live/Too rare to die',b'188',b'652',b'1',b'8562',b'28583',b'False',b'False',b'True',b'False',b'2013-08-07 12:18:24'
b'@KhanG34689247 @GulBukhari Muslim societies deserve to be in the state they are',b'1232086746290171909',b'TarzanKiWapsi',b'TarzanKiWapsi',b'',"b'""One must live the way one thinks or end up thinking the way one has lived.""\\n- Paul Bourget'",b'68',b'1395',b'0',b'4156',b'3422',b'False',b'True',b'True',b'False',b'2018-10-29 03:17:34'
"b'#DelhiPoliceWithBhagwaTerror \\nkeita muslim david moyes north east delhi abhsar\\nLikeHumanSoul,1God is invisible poin\\u2026 https://t.co/7DaqJv7hJ5'",b'1232086732641730560',b'rs',b'rs48659383',b'',"b'Quran:24.35&Bible:John1:5-9&Gita:Chapter 6,12&RIGVEDA,10:48,5, Buddhism, Sikhism etc.All tells same""God is light"".Like human soul God is invisible point light.'",b'2',b'0',b'0',b'564',b'1',b'False',b'False',b'True',b'False',b'2019-10-12 16:38:37'
b'#SahamAkhirat: Kami membuka peluang untuk sesiapa sahaja untuk bersama kami menaja tidak kira berapa nilainya bagi\\u2026 https://t.co/5hsuldbCfo',b'1232086713012387840',b'Volunteer MISI7',b'VMisi7',"b'Petaling Jaya, Selangor'",b'',b'542',b'25',b'5',b'7026',b'769',b'False',b'False',b'True',b'False',b'2016-01-21 13:32:59'
b'@nitinkjain @narendramodi @AmitShah @ArvindKejriwal They want shariya rules in India. \\n\\nCan you tell me any single\\u2026 https://t.co/tOuopOZcDZ',b'1232086706297417728',b'Sunil Bhardwaj',b'sksbhardwaj',b'Mahadev ke charno main ',b'Mahadev bhakt & I love \\U0001f33f\\U0001f343nature.',b'228',b'182',b'5',b'21488',b'11910',b'False',b'False',b'True',b'False',b'2009-09-14 01:50:01'
"b'@IlhanMN Glad you left ""American"" out bc you really really aren\'t and need to be deported like yesterday. You aren\'\\u2026 https://t.co/fQE3MZjMNO'",b'1232086698185588737',b'Ck',b'lavindir75',b'',b'Mex Amer/MAGA/offended by trans anything/illegal crossing=BAD PARENTING!!! B.T.W.!!!',b'1417',b'392',b'2',b'64084',b'72382',b'False',b'False',b'False',b'False',b'2017-01-27 01:27:38'
b'@nonamehombre @TrumpGirlOnFire Church bells greatly differ from speakers blasting the Islamist Call to Prayer.\\n1A:\\u2026 https://t.co/1wiL0UmXGE',b'1232086625540354050',b'Cindy Stuart',b'CindyStuart15',"b'Tuscumbia, AL'","b""I'm back; deciding for now. Had deleted but old BF had my info & put it back. Not looking for followers as I may not stick around.""",b'766',b'157',b'11',b'41608',b'26555',b'False',b'False',b'True',b'False',b'2012-11-03 04:11:21'
b'STILL MY MUSLIM KING JUNGKOOK I KISS UR FEET https://t.co/Od0NeB2EGk',b'1232086612768690177',b'\\uc2dc\\ucc28 \\u2077',b'itboykook',b'',b'\\u201cstop making everything about My Time\\u201d no... i don\\u2019t think i will \\U0001f914',b'2379',b'169',b'13',b'10779',b'6415',b'False',b'False',b'True',b'False',b'2019-06-02 03:17:07'
"b'@saltyreign The Muslim religion does not commemorate such events, so out of respect we should not do anything to ma\\u2026 https://t.co/x6wa07WsRP'",b'1232086607454515200',b'\\U0001f3f3\\ufe0f\\u200d\\U0001f308\\U0001f4a7\\U0001f49aSofia \\U0001f3f3\\ufe0f\\u200d\\U0001f308\\U0001f4a7\\U0001f49a',b'pulpyfictorious',b'',b'#RightWing #MAGA #Conservative #ProLife #USA #patriot #Trump2020 #BuildTheWall #AbortionIsMurder #nzpol #auspol #UK #Brexit  #LatinosForTrump #BLEXIT #KAG2020',b'3701',b'4281',b'13',b'28490',b'38642',b'False',b'False',b'True',b'False',b'2018-10-14 06:14:19'
"b'Bernie has a scheduling conflict the evening of the AIPAC conference, he will be appearing at a Muslim Brotherhood\\u2026 https://t.co/qhjfQyUj4s'",b'1232086604229021696',b'Scott Wheeler',b'GOPTrust',b'Washington D.C.',"b'Author, former journalist, television producer/correspondent/veteran, U.S. Army/ executive director, the National Republican Trust pac'",b'1189',b'1060',b'32',b'10581',b'213',b'False',b'False',b'False',b'False',b'2010-09-16 14:18:47'
