b'\\u0915\\u092a\\u0921\\u093c\\u094b\\u0902 \\u0938\\u0947 \\u0928\\u0939\\u0940\\u0902 \\u092a\\u0939\\u091a\\u093e\\u0928 \\u0938\\u0915\\u0924\\u0947\\n\\u0928\\u093e\\u0930\\u094b\\u0902 \\u0938\\u0947 \\u092a\\u0939\\u091a\\u093e\\u0928\\u094b\\n\\u0926\\u093f\\u0932\\u094d\\u0932\\u0940 \\u092e\\u0947\\u0902 \\u0906\\u0917 \\u0932\\u0917\\u093e\\u0928\\u0947 \\u0935\\u093e\\u0932\\u094b\\u0902 \\u0915\\u094b \\U0001f621\\U0001f621  @ShayarImran #DelhiBurning https://t.co/iKtrAoll8J',b'1232131062332973056',b'SHAIKH MERAZ UDDIN',b'OfficialMeraz',"b'Kunda, India'",b'student',b'115',b'197',b'0',b'348',b'2329',b'False',b'False',b'True',b'False',b'2017-06-18 23:28:57'
b'\\U0001d474\\U0001d490\\U0001d494\\U0001d495 \\U0001d47e\\U0001d486\\U0001d48d\\U0001d484\\U0001d490\\U0001d48e\\U0001d486 \\U0001d495\\U0001d490 \\U0001d470\\U0001d48f\\U0001d485\\U0001d48a\\U0001d482 \\U0001d46e\\U0001d490\\U0001d493\\U0001d488\\U0001d486\\U0001d490\\U0001d496\\U0001d494 @IvankaTrump \\U0001d489\\U0001d490\\U0001d491\\U0001d486 \\U0001d49a\\U0001d490\\U0001d496 \\U0001d489\\U0001d482\\U0001d485 \\U0001d482 \\U0001d488\\U0001d493\\U0001d486\\U0001d482\\U0001d495 \\U0001d495\\U0001d48a\\U0001d48e\\U0001d486 \\u2764\\ufe0f\\n\\n#IvankaTrump #TrumpInIndia\\u2026 https://t.co/Mbl6Idt4Us',b'1231979292692828165',b'\\U0001d434\\U0001d45a\\U0001d456\\U0001d461 \\U0001d43e\\U0001d462\\U0001d45a\\U0001d44e\\U0001d45f',b'amitsmartg',b'',"b""\\U0001d470 \\U0001d474\\U0001d468\\U0001d480 \\U0001d475\\U0001d46c\\U0001d47d\\U0001d46c\\U0001d479 \\U0001d469\\U0001d46c \\U0001d46e\\U0001d476\\U0001d476\\U0001d46b \\U0001d46c\\U0001d475\\U0001d476\\U0001d47c\\U0001d46e\\U0001d46f \\U0001d46d\\U0001d476\\U0001d479 \\U0001d47a\\U0001d476\\U0001d474\\U0001d46c\\U0001d476\\U0001d475\\U0001d46c \\U0001d469\\U0001d47c\\U0001d47b \\U0001d470'\\U0001d474 \\U0001d47b\\U0001d46f\\U0001d46c \\U0001d469\\U0001d46c\\U0001d47a\\U0001d47b \\U0001d46d\\U0001d476\\U0001d479 \\U0001d47b\\U0001d46f\\U0001d476\\U0001d47a\\U0001d46c \\U0001d47e\\U0001d46f\\U0001d476 \\U0001d46b\\U0001d46c\\U0001d47a\\U0001d46c\\U0001d479\\U0001d47d\\U0001d46c\\U0001d47a \\U0001d474\\U0001d46c.""",b'93',b'1165',b'2',b'2764',b'8439',b'False',b'False',b'False',b'False',b'2010-02-28 07:48:14'
b'\\U0001f602\\n#TrumpInIndia #TrumpIndiaVisit #TrumpModiMeet #TrumpVisitIndia \\n#moditrump #Modi #IvankaTrump #MelaniaTrump https://t.co/OSxaT0tMZA',b'1231979260216254470',b'Amul jaiswal',b'amuljaiswal007',"b'Indore, India'",b'INDIAN\\n\\n\\nhttps://t.co/0YGVtrpsJV',b'27',b'144',b'0',b'1175',b'662',b'False',b'False',b'True',b'False',b'2016-12-11 13:23:27'
b'Six year old ***Fake Woman #IvankaTrump #MobLife https://t.co/h51F4cPFyT',b'1231979163080429570',b'Phing',b'Phing7464',"b'North Carolina, USA'",b'Helping Society as Watch-Dog & Commentator *Writer*Author *Resistor #FBR  **keeping eyes on #HateGroups #maga @Fox #Republicans @Whitehouse',b'35',b'165',b'0',b'960',b'558',b'False',b'False',b'True',b'False',b'2020-01-08 02:29:41'
b'@IvankaTrump \\nThe Taj Mahal is not so beautiful ... than her\\n\\U0001f60d\\U0001f60d\\n#TrumpInIndia #TrumpIndiaVisit #IvankaTrump https://t.co/xPQsThIvUU',b'1231979101289881603',b'Velmurugan Paranjothy/ \\u0baa.\\u0bb5\\u0bc7\\u0bb2\\u0bcd\\u0bae\\u0bc1\\u0bb0\\u0bc1\\u0b95\\u0ba9\\u0bcd',b'Vel_Vedha',"b'Tamil Nadu, India'","b""Correspondent @News18Tamilnadu, Defence, Science,Dmdk,Transport, politics Views are personal, , Pet's lover, traveler, political analysis,  RT Endorsement""",b'2703',b'1030',b'6',b'6160',b'7722',b'False',b'False',b'True',b'False',b'2015-02-18 06:40:45'
"b""@sudhirchaudhary Your big fan's and little cuteness my daughter Sree watching your show special News channel\\u2026 https://t.co/E4Gm9wBqCD""",b'1231979034168393731',b'Sunil Panigrahi',b'Sunil91093511',b'',b'\\u0926\\u0940\\u092a\\u093e\\u0935\\u0932\\u0940 \\u0915\\u0940 \\u0939\\u093e\\u0930\\u094d\\u0926\\u093f\\u0915 \\u0936\\u0941\\u092d\\u0915\\u093e\\u092e\\u0928\\u093e\\u090f\\u0902\\u0964 \\n#Deepotsav2019 #Diwali #HappyDiwali',b'202',b'1643',b'0',b'14304',b'37985',b'False',b'False',b'True',b'False',b'2019-02-13 11:11:50'
b'https://t.co/fxPZPs1FRQ\\n\\u0627\\u067e\\u0646\\u06d2 \\u0641\\u0648\\u0646 \\u0645\\u06cc\\u06ba \\u06a9\\u0633\\u06cc \\u0628\\u06be\\u06cc \\u0627\\u06cc\\u067e \\u06a9\\u0627 \\u0646\\u0627\\u0645 \\u0628\\u062f\\u0644\\u06cc\\u06ba \\u0627\\u0648\\u0631 \\u0627\\u0633 \\u067e\\u06d2 \\u0627\\u067e\\u0646\\u06cc \\u0641\\u0648\\u0679\\u0648 \\u0644\\u06af\\u0627\\u0626\\u06cc\\u06ba. \\nChange Icon And Name of\\u2026 https://t.co/0kftatYRST',b'1231979032406822912',b'Rao Musaddaq',b'RaoMusaddaq',b'Gujranwala',b'',b'11',b'288',b'0',b'837',b'78',b'False',b'False',b'True',b'False',b'2014-01-07 09:20:02'
b'Welcome to #India \\U0001f1ee\\U0001f1f3\\U0001f1ee\\U0001f1f3\\n@IvankaTrump \\n#IvankaTrump \\n#NamasteyTrump https://t.co/HYRVs05rhl',b'1231978978761678848',b'Kalpan Contractor',b'Kalpan007',b'',"b'\\u2604Inspiring others to live healthier, happier lives and to believe in their dreams! \\u2604'",b'16',b'40',b'0',b'553',b'539',b'False',b'False',b'True',b'False',b'2019-01-12 14:28:15'
"b""@Scavino45 @realDonaldTrump Your big fan's and little cuteness my daughter Sree watching your show special News cha\\u2026 https://t.co/Vsner5tmLI""",b'1231978756593606656',b'Sunil Panigrahi',b'Sunil91093511',b'',b'\\u0926\\u0940\\u092a\\u093e\\u0935\\u0932\\u0940 \\u0915\\u0940 \\u0939\\u093e\\u0930\\u094d\\u0926\\u093f\\u0915 \\u0936\\u0941\\u092d\\u0915\\u093e\\u092e\\u0928\\u093e\\u090f\\u0902\\u0964 \\n#Deepotsav2019 #Diwali #HappyDiwali',b'202',b'1643',b'0',b'14304',b'37985',b'False',b'False',b'True',b'False',b'2019-02-13 11:11:50'
b'Your are lucky if ... #NamasteyTrump #IvankaTrump #TrumpInIndia #Jafrabad #Thalaivar168 #Delhi #ArrestKapilMishra\\u2026 https://t.co/mpySHdvnrw',b'1231978753938640900',b'Pradeep Chhabra',b'pradeep_chhabra',b'New Delhi',"b'Oil & GAS Professional , Author non fiction books 1.UNCORK YOURSELF NOT BOTTLES\\u2019 2. CONQUERING CORPORATE CIRCUS Coming soon : THE ACCIDENTAL ENGINEERS'",b'291',b'753',b'0',b'2640',b'67',b'False',b'False',b'True',b'False',b'2009-07-11 15:03:26'
b'\\u092d\\u093e\\u0908 \\u092f\\u0947 \\u091f\\u094d\\u0930\\u0902\\u092a \\u0915\\u093e \\u0939\\u093f\\u0902\\u0926\\u0940 \\u0915\\u0902\\u091f\\u0947\\u0902\\u091f \\u0930\\u093e\\u0907\\u091f\\u0930 \\u0915\\u094c\\u0928 \\u0939\\u0948?\\n\\n#TrumpInIndia #NamasteyTrump #TrumpIndiaVisit #IndiaWelcomesTrump #TrumpModiMeet #IvankaTrump',b'1231978728944738304',b'ANOKHA ANKIT',b'ankitrikhra_ar',"b'Kanpur, India'","b'hindi content writer,vo artist & online RJ'",b'584',b'295',b'2',b'8952',b'2852',b'False',b'False',b'False',b'False',b'2011-03-16 09:46:53'
b'Spectacular \\U0001f60d\\n\\n#NamasteTrump\\n#TrumpIndiaVisit \\n#TrumpInIndia \\n#IvankaTrump https://t.co/blGzzeV1zi',b'1231978586174783488',b'Shaktisinh Chanchu',b'shaktisinhbjp',"b'Ahmedabad, India'","b'Convener - Swachchhata Abhiyan/Beti Bachao -  Beti Padhao, BJYM, Gujarat State.                    Former Senate Member, Gujarat University.'",b'4842',b'982',b'21',b'27994',b'61809',b'False',b'False',b'False',b'False',b'2010-07-23 20:02:59'
b'Who is responsible and why? Did Govt even bother to end this instability and unrest going on in #india past 2 month\\u2026 https://t.co/oLdj5QPNBm',b'1231978548266663938',b'Saneen Javali',b'SaneenJavali',b'Bangalore',"b'A Passionate #Entrepreneur, #Fashionista, #Innovator, #Mentor!\\nFounder & CEO of #VERSATYL - A Premier #Brand of #Innovative #Apparels.'",b'180',b'102',b'2',b'586',b'1072',b'False',b'False',b'False',b'False',b'2016-07-10 01:27:16'
b'Know Who Is America\\u2019s First Lady Melania Trump\\n\\n#MelaniaTrump #IvankaTrump #IndiaWelcomesTrump #TrumpInIndia\\u2026 https://t.co/46QvAkGPP9',b'1231978510148939776',b'Movie Tadka',b'movie_tadka',b'India',b'#UpcomingMovies #LatestNews #Entertainment #MovieTrailers #2019',b'175',b'928',b'1',b'385',b'258',b'False',b'False',b'True',b'False',b'2019-10-01 17:55:00'
b'@IvankaTrump Amazing\\nFuture president\\n#IvankaTrump',b'1231978447401914369',b'\\u0938\\u0930\\u094b\\u091c \\u0915\\u0941\\u092e\\u093e\\u0930 \\u0938\\u0902\\u091c\\u0942',b'SarojKu10740472',b'\\u092e\\u0902\\u0921\\u0940',b'\\u092e\\u094b\\u0926\\u0940 \\u0938\\u092e\\u0930\\u094d\\u0925\\u0915',b'1881',b'1907',b'0',b'185',b'2764',b'False',b'False',b'True',b'False',b'2019-11-26 07:46:30'
b'#IvankaTrump was hammered on Twitter for posting pictures of her trip to #India where she praised the \\u201cgrandeur\\u201d of\\u2026 https://t.co/Z711KBShUZ',b'1231978433288253440',b'Francisco Taveira',b'jftaveira1993',b'Portugal',"b'""The Only Thing Necessary For The Triumph Of Evil Is For Good Men To Do Nothing.""'",b'1722',b'408',b'259',b'82281',b'1766',b'False',b'False',b'False',b'False',b'2013-04-04 21:25:12'
b'Thanks @IvankaTrump for praising the beauty of India! #TajMahal #DonaldTrumpIndiaVisit #IvankaTrump https://t.co/a4XYvrbLUz',b'1231978374542680064',b'Yash Chauhan',b'yashchauhanz',b'India',b'#EDUCATOR \\U0001f468\\u200d\\U0001f3eb  & #BLOGGER \\u270d\\ufe0f https://t.co/dyGpDWEr7d\\u2026 https://t.co/RQl7tY6VOt #yashway #yashchauhan #yashchauhanz',b'27',b'120',b'0',b'298',b'469',b'False',b'False',b'False',b'False',b'2014-12-31 19:12:26'
"b""#TrumpIndiaVisit \\u0915\\u0947 \\u0938\\u094d\\u0935\\u093e\\u0917\\u0924 \\u092e\\u0947\\u0902 \\u0907\\u0924\\u0928\\u093e \\u0916\\u0930\\u094d\\u091a\\u093e \\u0915\\u094d\\u092f\\u094b\\u0902 \\u0939\\u094b \\u0930\\u0939\\u093e \\u0939\\u0948?\\n'\\u092f\\u0947 #\\u0938\\u0935\\u093e\\u0932 \\u0935\\u0947 \\u0926\\u094b\\u0917\\u0932\\u0947 \\u0932\\u094b\\u0917 \\u092a\\u0942\\u091b \\u0930\\u0939\\u0947 \\u0939\\u0948\\u0902 \\u091c\\u093f\\u0928\\u094d\\u0939\\u094b\\u0902\\u0928\\u0947'\\n7 \\u0938\\u093e\\u0932\\u2026 https://t.co/YHQG2odYmF""",b'1231978369211883520',b'#Constable \\U0001f46e\\u200d\\u2642\\ufe0f RK \\U0001f1ee\\U0001f1f3',b'RKNRC',b'India',"b""Official Twitter handle of @RKNRC \\nl News Junkie l Observer & Analyst\\nI Tweet informative facts an opinions,\\nRTs Don't Imply Endorsement.""",b'10415',b'8973',b'0',b'488',b'494',b'False',b'False',b'False',b'False',b'2019-09-05 14:58:13'
b'\\u0935\\u0915\\u094d\\u0924 \\u0939\\u092e\\u093e\\u0930\\u093e \\u0939\\u0948\\n#2020\\n#1993 @narendramodi\\n@realDonaldTrump #TrumpInIndia #NamasteyTrump #TrumpIndiaVisit\\u2026 https://t.co/Duy9noAAAt',b'1231978250202689536',b'\\u0906\\u0936\\u0940\\u0937 \\u0938\\u093f\\u0902\\u0939 \\U0001f4af% follow back \\U0001f1ee\\U0001f1f3\\U0001f1ee\\U0001f1f3',b'ashishBJPamethi',"b'Gomti Nagar, Lucknow'",b'\\u0938\\u094d\\u0935\\u092f\\u0902\\u0938\\u0947\\u0935\\u0915\\n\\u092d\\u093e\\u091c\\u092a\\u093e\\u0908\\n@rss \\u092a\\u094d\\u0930\\u0925\\u092e \\u0935\\u0930\\u094d\\u0937 \\u092a\\u094d\\u0930\\u0936\\u093f\\u0915\\u094d\\u0937\\u093f\\u0924\\n@rti activist\\n#LAW student',b'110',b'543',b'2',b'2860',b'2723',b'False',b'False',b'True',b'False',b'2013-08-08 15:27:57'
b'She is very bful....#IvankaTrump',b'1231978222964875271',b'# the name is ankit #',b'AnkitJa93076588',"b'Bhiwani, India'","b""#A Retail Banker# Fitness Enthusiast#Rotary Club Bhiwani DownTown Member# 90's Music Lover#Member Jain Swetamber Terapanth Sabha""",b'23',b'31',b'0',b'187',b'60',b'False',b'False',b'True',b'False',b'2018-02-24 13:07:31'
"b'...\\u0939\\u093f\\u092e\\u094d\\u092e\\u0924 \\u0928\\u0939\\u0940\\u0902 \\u091c\\u0941\\u091f\\u093e \\u092a\\u093e\\u090f \\u092a\\u093f\\u091b\\u0932\\u0947 75 \\u0926\\u093f\\u0928 \\u0938\\u0947 \\u092d\\u093e\\u0908\\u091c\\u093e\\u0928,\\u092d\\u092d\\u0940\\u091c\\u093e\\u0928 \\u0932\\u094b\\u0917\\u094b\\u0902 \\u0915\\u094b \\u0918\\u0941\\u0921\\u093c\\u0915\\u0940 \\u092d\\u0940 \\u0926\\u0947\\u0928\\u0947 \\u0915\\u0940\\u0964\\n#NamasteyTrump #TrumpIndiaVisit\\u2026 https://t.co/WSn1QPaATb'",b'1231978139363860480',b'\\u0926\\u0947\\u0939\\u093e\\u0924\\u0940 \\u092e\\u094b\\u0917\\u0932\\u0940(Secretary-#BhaujiGang\\U0001f60e)\\U0001f1ee\\U0001f1f3',b'AajKaMowgli',b'Forest Of Amazon',b'Flld by-@ShefVaidya @KapilMishra_IND @KailashOnline @Shubhrastha @YRDeshmukh @ippatel @ModifiedVikas @UnSubtleDesi @imamofpeace',b'5448',b'311',b'8',b'87558',b'5613',b'False',b'False',b'True',b'False',b'2018-04-18 18:01:15'
b'Trump ji ko toh rok nahi sakte lekin \\n\\nMelania Bhabhi aur ivyanka bitiya ko Toh Holi Tak rok hi Lena chahiye\\u2026 https://t.co/SQ9mKZRSWp',b'1231978047412342784',b'Sharma_G',b'Sharma_g______',b'Main Madharchod hu Jo Isme aya',"b'Zindagi NARK na ban jaye\\nSmbhalo yaaro!!!!\\n\\n\\n\\n\\nintrovert outside, Extrovert Within\\n\\n\\ninstagram - \\n@sharma_g______\\U0001f62c'",b'76',b'146',b'0',b'3060',b'23297',b'False',b'False',b'True',b'False',b'2017-12-27 16:09:20'
b'hahah \\nDolan trump\\n#TrumpInIndia #NamasteyTrump #TrumpIndiaVisit #IvankaTrump #IndiaWelcomesTrump \\n#GoBackTrumph \\nt\\u2026 https://t.co/11cERMehbv',b'1231978042848874496',b'Inaam_Khattak',b'irk_inaam',"b'Gilgit Baltistan, Pakistan'",b'https://t.co/Eox4WLwLbc\\nFiverr\\nLevel 1 seller\\nhttps://t.co/5am1t7judY\\nFb\\nhttps://t.co/i1mE42Lftq\\nhttps://t.co/rGXc7Vq6QR\\nhttps://t.co/VcstsskNIZ\\nYoutube\\nhttp://sh',b'37',b'354',b'0',b'515',b'1380',b'False',b'False',b'False',b'False',b'2016-05-11 20:12:44'
b'I have no words for this. #IvankaTrump https://t.co/9H7c90ooUk',b'1231977999337054208',b'Tanmay (ManOfWordSid)',b'Tanmay33353427',b'',b'Sidhearts',b'25',b'87',b'0',b'303',b'89',b'False',b'True',b'True',b'False',b'2020-01-18 13:11:11'
b'I can already tell Ivanka Trump to leave India. \\n\\nShe is making other Indian Women looking bad. \\n\\n#TrumpIndiaVisit \\n#IvankaTrump',b'1231977964532903937',b'Himanshu Pareek',b'Midwicket_Drive',b'Worldwide',b'Just Cricket!!',b'1336',b'283',b'9',b'4170',b'7511',b'False',b'False',b'True',b'False',b'2016-08-20 06:12:07'
b'@AksharPathak @pranavsapra Modi inviting Trump to india.\\n\\n#TrumpInIndia #TrumpIndiaVisit #NamasteyTrump\\u2026 https://t.co/tgayzEyist',b'1231977941749420032',b'Humorous Splash',b'HumorousSplash',b'India',b'Get wet in the humor splash \\U0001f4a6',b'2',b'5',b'0',b'46',b'12',b'False',b'False',b'True',b'False',b'2020-01-21 15:12:40'
"b""That's a Terrorist mob. \\n\\n#CAAProtest\\n#Delhi #DelhiViolence #Jafrabad #TrumpInIndia #TrumpModiMeet #NamasteyTrump\\u2026 https://t.co/TJt5CcwDzu""",b'1231977760219942919',b'Saneen Javali',b'SaneenJavali',b'Bangalore',"b'A Passionate #Entrepreneur, #Fashionista, #Innovator, #Mentor!\\nFounder & CEO of #VERSATYL - A Premier #Brand of #Innovative #Apparels.'",b'180',b'102',b'2',b'586',b'1072',b'False',b'False',b'False',b'False',b'2016-07-10 01:27:16'
b'Thank you for visiting The #TajMahal \\n\\n@FLOTUS \\n@realDonaldTrump \\n@IvankaTrump\\n@jaredkushner\\n\\nAnd all\\u2026 https://t.co/F7x3eZY1Un',b'1231977740284440582',b'mayankverma',b'MayankvermaMv',b'Agra',b'',b'5',b'39',b'0',b'19',b'53',b'False',b'False',b'True',b'False',b'2015-05-12 02:55:14'
b'#IvankaTrump https://t.co/bTMJnkEoLb',b'1231977580149895168',b'chandan singh',b'chandan79180000',b'',b'',b'4',b'43',b'0',b'8',b'17',b'False',b'False',b'True',b'False',b'2016-08-06 10:25:40'
b'@narendramodi @realDonaldTrump Modi inviting Trump to india.\\n\\n#TrumpInIndia #TrumpIndiaVisit #NamasteyTrump\\u2026 https://t.co/kxWmsi2pK4',b'1231977569928536064',b'Humorous Splash',b'HumorousSplash',b'India',b'Get wet in the humor splash \\U0001f4a6',b'2',b'5',b'0',b'46',b'12',b'False',b'False',b'True',b'False',b'2020-01-21 15:12:40'
b'@tonyposnanski @irene_ashker Must have been Take Your Daughter to Work Day in India? #IvankaTrump',b'1231977540585127936',b'Sherry Knowlton',b'KnowltonSBooks',"b'Pennsylvania, USA'",b'Author of the Alexa Williams suspense series.  Consultant in Medicaid Managed Care and Government programs. Wife to Mike. World traveler.',b'1164',b'1463',b'64',b'17293',b'11879',b'False',b'False',b'False',b'False',b'2014-09-02 20:57:25'
b'Know Who Is America\\u2019s First Lady @MELANIATRUMP \\n#MelaniaTrump #IvankaTrump #IndiaWelcomesTrump #TrumpInIndia\\u2026 https://t.co/XT2qGFYrMD',b'1231977482099752961',b'Movie Tadka',b'movie_tadka',b'India',b'#UpcomingMovies #LatestNews #Entertainment #MovieTrailers #2019',b'175',b'928',b'1',b'385',b'258',b'False',b'False',b'True',b'False',b'2019-10-01 17:55:00'
b'\\U0001f64f\\u0905\\u0924\\u093f\\u0925\\u093f \\u0926\\u0947\\u0935\\u094b \\u092d\\u0935\\U0001f64f\\nrevering guests with same respect as god.\\nwe have proved this once again.\\n#NamasteyTrump\\u2026 https://t.co/VvBe2ekGpG',b'1231977472805232640',b'Aman Mandal',b'amanengine3',b'',b'',b'6',b'24',b'0',b'7',b'10',b'False',b'False',b'True',b'False',b'2016-12-16 17:01:14'
b'\\u0924\\u093e\\u091c\\u092e\\u0939\\u0932 \\u0915\\u0940 \\u0916\\u0942\\u092c\\u0938\\u0942\\u0930\\u0924\\u0940 \\u092e\\u0947\\u0902 \\u090f\\u0915 \\u091a\\u093e\\u0902\\u0926 \\u0913\\u0930 \\u0932\\u0917 \\u0917\\u092f\\u093e\\n#TrumpInIndia #NamasteyTrump #TrumpIndiaVisit #IvankaTrump https://t.co/YbJc3fur93',b'1231977468518596610',b'\\u092f\\u094b\\u0917\\u0947\\u0902\\u0926\\u094d\\u0930 \\u091a\\u094c\\u0927\\u0930\\u0940',b'REAL_YOGENDRA',"b'\\u0930\\u0924\\u0932\\u093e\\u092e, \\u092d\\u093e\\u0930\\u0924'","b'\\u0938\\u093e\\u092e\\u093e\\u091c\\u093f\\u0915 \\u0915\\u093e\\u0930\\u094d\\u092f\\u0915\\u0930\\u094d\\u0924\\u093e \\u0915\\u0947 \\u0938\\u093e\\u0925 \\u090f\\u0915 \\u0932\\u0947\\u0916\\u0915 \\u092d\\u0940,,,\\u092a\\u0924\\u094d\\u0930\\u0915\\u093e\\u0930,,,\\u0930\\u093e\\u0937\\u094d\\u091f\\u094d\\u0930\\u0939\\u093f\\u0924 \\u0938\\u0930\\u094d\\u0935\\u094b\\u092a\\u0930\\u093f,,\\u0926\\u0947\\u0936\\u0939\\u093f\\u0924 \\u0915\\u0947 \\u092e\\u0941\\u0926\\u094d\\u0926\\u094b \\u092a\\u0930 \\u091f\\u094d\\u0935\\u0940\\u091f \\u0915\\u0930\\u0924\\u093e \\u0939\\u0941'",b'114',b'159',b'0',b'294',b'384',b'False',b'False',b'True',b'False',b'2015-12-12 03:22:07'
"b'The wheel of time rotates !\\n\\n1993 -  Narendra Modi  was standing outside the White House , \\U0001f1ee\\U0001f1f3\\n\\n2020 - Complete Whit\\u2026 https://t.co/XZ4USYo8VS'",b'1231977432099495936',b'We R Legion\\U0001f549\\ufe0f\\U0001f6a9\\U0001f1ee\\U0001f1f3',b'SatyamT67653388',b'',b'\\U0001f4af% FB for Bhakts.\\nFirst a Hindu then an Indian. \\nCarrying out the Kshatriya duty of saving Dharma and exposing the Jaichands\\U0001f1ee\\U0001f1f3\\U0001f64f',b'394',b'1255',b'0',b'2962',b'9721',b'False',b'False',b'True',b'False',b'2019-10-19 11:37:07'
b'#IvankaTrump #IndiaWelcomesTrump #TrumpInIndia https://t.co/x5XXyechBu',b'1231977339732533249',b'Chowkidar Vishnu Sharma',b'VishnuS11442340',b'',b'',b'6',b'54',b'0',b'365',b'991',b'False',b'False',b'True',b'False',b'2019-03-27 06:20:51'
b'What make @IvankaTrump more beautiful is her attitude..She always look confidence and Always Smiling and Enjoying t\\u2026 https://t.co/EuKia7LsdO',b'1231977273772953605',b'\\u0930\\u093e\\u091c\\u0947\\u0936 \\u0915\\u0941\\u092e\\u093e\\u0930',b'Indian_savage22',"b'New Delhi, India'","b'\\u0939\\u093f\\u0928\\u094d\\u0926\\u0941\\u0924\\u094d\\u0935 \\u092e\\u0947\\u0930\\u0947 \\u0932\\u093f\\u090f \\u0917\\u0930\\u094d\\u0935 \\u0939\\u0948,\\n\\u0939\\u093f\\u0928\\u094d\\u0926\\u0941\\u0924\\u094d\\u0935 \\u092e\\u0947\\u0930\\u0940 \\u0924\\u093e\\u0915\\u0924 \\u0939\\u0948,\\n\\u0939\\u093f\\u0928\\u094d\\u0926\\u0941\\u0924\\u094d\\u0935 \\u092e\\u0947\\u0930\\u0940 \\u0930\\u0917 \\u0930\\u0917 \\u092e\\u0947\\u0902 \\u0939\\u0948\\u0902,\\n\\nNo Doubt A BJP supporter'",b'71',b'127',b'0',b'12',b'24',b'False',b'False',b'True',b'False',b'2020-01-29 23:22:28'
b'#IvankaTrump #TajMahal \\n\\n#TrumpInIndia \\n\\n\\U0001f4f8: Photo by MANDEL NGAN/AFP https://t.co/AC19wTOh9w',b'1231977260766388226',b'AmMaD',b'Cob_Adder',b'Jammu & Kashmir',b'\\u062f\\u0639\\u0627 \\u0634\\u0627\\u06a9\\u0631 \\u062a\\u0648 \\u0645\\u0646\\u06af\\u06cc \\u0631\\u06a9\\u06be-\\n\\u062f\\u0639\\u0627 \\u062c\\u0627\\u0646\\u06d2 \\u062e\\u062f\\u0627 \\u062c\\u0627\\u0646\\u06d2',b'248',b'208',b'0',b'92167',b'39158',b'False',b'False',b'False',b'False',b'2017-04-26 17:46:48'
b'#\\u0928\\u092e\\u0938\\u094d\\u0924\\u0947Trump \\n#TajMahal \\n#DonaldTrumpIndiaVisit \\n#IvankaTrump https://t.co/8JcKrJTZJY',b'1231977233461338112',b'\\U0001f495Ramsingh saran\\U0001f495',b'ramsinghsaran94',"b'Jodhpur, India'","b'\\u0930\\u0941\\u0915 \\u091c\\u093e\\u0928\\u093e \\u0928\\u0939\\u0940\\u0902 \\u0924\\u0941 \\u0915\\u0939\\u0940\\u0902 \\u0939\\u093e\\u0930 \\u0915\\u0947...\\u091c\\u093f\\u0902\\u0926\\u0917\\u0940***\\n   \\U0001f449\\u0916\\u0941\\u0926  \\u091c\\u0940\\u0924\\u0928\\u0947 \\u0915\\u0940 \\u091c\\u093c\\u093f\\u0926 \\u0939\\u0948 ,\\n    \\u092e\\u0941\\u091d\\u0947 \\u0916\\u0941\\u0926 \\u0915\\u094b \\u0939\\u0940 \\u0939\\u0930\\u093e\\u0928\\u093e \\u0939\\u0948\\U0001f3c3...\\n \\U0001f500\\u092e\\u0948\\u0902 \\u091c\\u092e\\u093e\\u0928\\u0947 \\u0915\\u0940 \\u092d\\u0940\\u0921\\u093c \\u0928\\u0939\\u0940\\u0902,\\n\\u092e\\u0941\\u091d \\u092e\\u0947\\u0902 \\u0939\\u0940 \\u091c\\u092e\\u093e\\u0928\\u093e \\u0939\\u0948\\U0001f939\\U0001f453\\U0001f1e8\\U0001f1ee...'",b'16',b'80',b'0',b'424',b'938',b'False',b'False',b'True',b'False',b'2016-07-30 16:07:49'
b'@IvankaTrump \\u0939\\u0940 \\u0916\\u0930\\u091a \\u092d\\u093e\\u0930\\u0940 \\u0926\\u093f\\u0938\\u0924\\u0947 \\u0930\\u093e\\u0935 #IvankaTrump https://t.co/vzfqvIKfSg',b'1231977166277152770',b'Ranga Hanmant',b'ranga_hanmant',"b'Pune University, Pune'",b'Secretary @Late Nagnathji Ranga https://t.co/AjfFls4Okm Reporter/ Goodthoughter/animal lover/tweets personal',b'74',b'192',b'5',b'942',b'3041',b'False',b'False',b'True',b'False',b'2015-07-05 10:11:34'
