b'@IvankaTrump Namaste Madam!\\nYou too looking beautiful. \\n#IvankaTrump',b'1231944191351017472',b'\\U0001f1ee\\U0001f1f3RAMDAS\\U0001f1ee\\U0001f1f3',b'akpurohitngr',"b""No Men's Land""",b'Proud \\U0001f6a9Hindu \\U0001f1ee\\U0001f1f3Indian\\nEx- Armed soldier.\\nMy first & Last Love Is Ma BHARTI.\\nAlways Right\\U0001f6a9\\n#IndianArmy\\n#JaHind\\n\\U0001f1ee\\U0001f1f3VNDEMATRAM\\U0001f1ee\\U0001f1f3\\n\\U0001f6a9\\u0950\\u0950\\U0001f6a9',b'3936',b'3555',b'10',b'58611',b'59860',b'False',b'False',b'False',b'False',b'2010-07-25 00:09:22'
"b'\\u0c38\\u0c4d\\u0c1f\\u0c48\\u0c32\\u0c3f\\u0c37\\u0c4d \\u200c\\u0c14\\u0c1f\\u0c4d\\u200c\\u0c2b\\u0c3f\\u0c1f\\u0c4d\\u0c38\\u0c4d: \\u0c2e\\u0c46\\u0c32\\u0c3e\\u0c28\\u0c3f\\u0c2f\\u0c3e, \\u0c07\\u0c35\\u0c3e\\u0c02\\u0c15\\u0c3e \\u0c35\\u0c38\\u0c4d\\u0c24\\u0c4d\\u0c30\\u0c27\\u0c3e\\u0c30\\u0c23\\u0c2a\\u0c48 \\u0c28\\u0c46\\u0c1f\\u0c3f\\u0c1c\\u0c28\\u0c4d\\u0c32 \\u0c28\\u0c1c\\u0c30\\u0c4d: \\u0c28\\u0c46\\u0c1f\\u0c4d\\u0c1f\\u0c3f\\u0c02\\u0c1f\\u0c4d\\u0c32\\u0c4b \\u0c1c\\u0c4b\\u0c30\\u0c41\\u0c17\\u0c3e \\u0c1a\\u0c30\\u0c4d\\u0c1a https://t.co/peQWJmu2Ae\\u2026 https://t.co/1pBy0ovsaM'",b'1231858315803557888',b'Oneindia Telugu',b'oneindiatelugu',b'\\u0c2c\\u0c46\\u0c02\\u0c17\\u0c33\\u0c42\\u0c30\\u0c41',b'\\u0c21\\u0c3f\\u0c1c\\u0c3f\\u0c1f\\u0c32\\u0c4d \\u0c2e\\u0c40\\u0c21\\u0c3f\\u0c2f\\u0c3e\\u0c32\\u0c4b \\u0c35\\u0c28\\u0c4d\\u0c07\\u0c02\\u0c21\\u0c3f\\u0c2f\\u0c3e \\u0c35\\u0c3f\\u0c36\\u0c3f\\u0c37\\u0c4d\\u0c1f\\u0c2e\\u0c48\\u0c02\\u0c26\\u0c3f. \\u0c2a\\u0c4d\\u0c30\\u0c2a\\u0c02\\u0c1a\\u0c35\\u0c4d\\u0c2f\\u0c3e\\u0c2a\\u0c4d\\u0c24\\u0c02\\u0c17\\u0c3e \\u0c38\\u0c02\\u0c2d\\u0c35\\u0c3f\\u0c02\\u0c1a\\u0c47 \\u0c38\\u0c02\\u0c18\\u0c1f\\u0c28\\u0c32\\u0c28\\u0c41 \\u0c05\\u0c24\\u0c3f \\u0c35\\u0c47\\u0c17\\u0c02\\u0c17\\u0c3e \\u0c2e\\u0c40 \\u0c35\\u0c47\\u0c33\\u0c4d\\u0c32 \\u0c15\\u0c4a\\u0c38\\u0c32\\u0c24\\u0c4b \\u0c1a\\u0c42\\u0c2a\\u0c3f\\u0c38\\u0c4d\\u0c24\\u0c41\\u0c02\\u0c26\\u0c3f \\u0c35\\u0c28\\u0c4d\\u0c07\\u0c02\\u0c21\\u0c3f\\u0c2f\\u0c3e \\u0c24\\u0c46\\u0c32\\u0c41\\u0c17\\u0c41.',b'14142',b'431',b'536',b'243606',b'372',b'False',b'False',b'False',b'False',b'2008-12-17 10:17:45'
b'@IvankaTrump tweets about her second visit to India.\\n#IvankaTrump #DonaldTrump #POTUS #Trump #TrumpIndiaVisit\\u2026 https://t.co/sKx8GitV4M',b'1231857478607855619',b'Business Today',b'BT_India',b'India',"b""India's leading business magazine. Reports latest news on business and economy. Tweets magazine features. (Also at https://t.co/B0XCvEPMki)""",b'986400',b'364',b'1302',b'106578',b'2071',b'True',b'False',b'False',b'False',b'2010-06-30 14:55:57'
b'#NamasteyTrump #Namaste #Motera #moditrump #ModiTrumpSummit #IvankaTrump #TrumpIndiaVisit #Trump https://t.co/k9s5SUfSu4',b'1231857317437739013',b'Jyoti Kothari',b'jyoti_kothari',"b'Jaipur, Rajasthan, India.'","b'I am in business: Information Technology, Gems and Jewelry, and Garments. ISO 9000 professional, Author and Philanthropist.'",b'737',b'953',b'47',b'5791',b'2220',b'False',b'False',b'False',b'False',b'2009-02-08 22:01:39'
b'Welcome to India PRESIDENT @realDonaldTrump @FLOTUS @IvankaTrump #NamasteyTrump #NarendraModi #NamsteTrump\\u2026 https://t.co/Ya4lYB11v6',b'1231857241923305472',b'Ram',b'Ram21570185',b'',b'Yet another software engineer !!',b'0',b'14',b'0',b'31',b'3',b'False',b'False',b'True',b'False',b'2019-12-09 08:23:06'
b'@jilmistri @RjHarshil \\u0a85\\u0aa8\\u0ac7 \\u0a9b\\u0acb\\u0a95\\u0ab0\\u0ac0\\u0aa8\\u0ac7 \\u0aaa\\u0aa3 \\U0001f60d\\n#IvankaTrump',b'1231856552954347521',b'AMAYRA',b'anahita95185717',b'SURAT',b'',b'240',b'68',b'0',b'4135',b'143',b'False',b'False',b'True',b'False',b'2016-08-25 13:25:20'
b'#IvankaTrump is gorgeous',b'1231856383462526976',b'Jolly Good Fellow',b'get_sgk',"b'Kerala, India'","b'| An I.T graduate turned MBA \\U0001f393 | \\U0001f44d Cricket, Chess, Traveling, Films, Foodie, Gadgets, Aquariums, Numismatics, Automobiles | Selectively Social |'",b'468',b'308',b'81',b'58136',b'43555',b'False',b'False',b'False',b'False',b'2013-02-06 15:27:57'
b'#NamasteyTrump #TrumpIndiaVisit #TrumpInIndia #Trump #NarendraModi #IvankaTrump #MelaniaTrump #TrumpModiMeet\\u2026 https://t.co/UmEiVEYcA4',b'1231856284040912897',b'Web Prime Media',b'WebPrimeMedia',b'India',"b'Web prime media. +918864062425, Abhishek Kumar director .'",b'2',b'16',b'0',b'97',b'97',b'False',b'False',b'True',b'False',b'2019-12-03 13:33:19'
b'\\u0b95\\u0bc1\\u0bb0\\u0bbe\\u0b9c\\u0bbe\\u0ba4\\u0bcd\\u0ba4\\u0bbf\\u0bb2\\u0bcd \\u0b95\\u0bb2\\u0b95\\u0bcd\\u0b95\\u0bbf\\u0baf \\u0b9f\\u0bbf\\u0bb0\\u0bae\\u0bcd\\u0baa\\u0bbf\\u0ba9\\u0bcd \\u0bae\\u0ba9\\u0bc8\\u0bb5\\u0bbf -\\u0bae\\u0b95\\u0bb3\\u0bcd..!\\n\\n#TrumpIndiaVisit #MelaniaTrump #IvankaTrump \\n\\nhttps://t.co/qUboABRsWp',b'1231855470949781504',b'Asianet News Tamil',b'asianet_tamil',"b'Chennai, India'",b'Top Tamil News Portal - A one-stop shop for all news from Tamil Nadu & Puducherry with a unique Tamil perspective. Part of Asianet News Network.',b'15833',b'215',b'34',b'71364',b'5',b'True',b'False',b'True',b'False',b'2016-06-03 10:49:08'
"b'Floral dress in our traditional festive combination of white &amp; red, and a little more pronounced makeup, especially\\u2026 https://t.co/vyLnjInRdt'",b'1231855340683022337',b'Dill Vill',b'TheHeartWoman',"b'New Delhi, India'",b'Writer \\u2022 Director \\u2022 Films \\u2022 Design \\u2022 Opti-Mystic Spirit \\u2022 Rough Around The Edges \\u2022 WalkingGuru \\u2022 Observer \\u2022 Learner \\u2022 I Am On The Positive Side Of Things \\u2022',b'694',b'392',b'2',b'3527',b'7564',b'False',b'False',b'True',b'False',b'2019-10-29 01:17:47'
"b'\\u092e\\u094b\\u091f\\u0947\\u0930\\u093e \\u0938\\u094d\\u091f\\u0947\\u0921\\u093f\\u092f\\u092e \\u092e\\u0947\\u0902 \\u092a\\u0940\\u090f\\u092e \\u092e\\u094b\\u0926\\u0940 \\u0914\\u0930 \\u091f\\u094d\\u0930\\u0902\\u092a \\u092e\\u093f\\u0932\\u0947 \\u0917\\u0932\\u0947, \\u0932\\u094b\\u0917\\u094b\\u0902 \\u0915\\u093e \\u091f\\u094d\\u0930\\u0902\\u092a \\u0928\\u0947 \\u0915\\u093f\\u092f\\u093e \\u0905\\u092d\\u093f\\u0935\\u093e\\u0926\\u0928\\n@narendramodi @PMOIndia\\u2026 https://t.co/AArPOy1Qgp'",b'1231854964441403392',b'Prime News',b'primenewslivetv',b'',"b'#Prime_News India`s Top and Reliable 24 Hour #Hindi_News_Channel. which covers latest news, entertainment, crime, india, world, viral news.'",b'183',b'15',b'0',b'1994',b'3',b'False',b'False',b'True',b'False',b'2019-11-25 11:26:07'
b'PM Modi and Donald Trump at the #NamasteTrump event. \\n\\n#MoteraStadium #POTUS #FLOTUS #IvankaTrump #TrumpIndiaVisit\\u2026 https://t.co/gmIu6LXckk',b'1231854942962368512',b'India Ahead News',b'IndiaAheadNews',b'India',b'Digital and Mobile platform for discovering and sharing news on the go.',b'2971',b'126',b'5',b'19127',b'339',b'False',b'False',b'False',b'False',b'2018-03-29 08:24:44'
b'Gujarat : People are taking selfie with Queen of earth #IvankaTrump \\nin #Motera stadium \\n\\n#TrumpInIndia\\u2026 https://t.co/c9KWEyq2LK',b'1231854487242973184',b'\\u0906\\u092e \\u0906\\u0926\\u092e\\u0940\\U0001f4bf',b'Ketul1Indian',b'earth ',"b'\\u0932\\u093f\\u0916\\u0924\\u0947 \\u0924\\u094b \\u0935\\u0939 \\u0939\\u0948\\u0902, \\u091c\\u093f\\u0928\\u0915\\u0947 \\u0905\\u0902\\u0926\\u0930 \\u0915\\u0941\\u091b \\u0926\\u0930\\u094d\\u0926, \\u0905\\u0928\\u0941\\u0930\\u093e\\u0917,\\u0932\\u0917\\u0928 \\u0935\\u093f\\u091a\\u093e\\u0930 \\u0939\\u094b\\u0964 \\u091c\\u093f\\u0928\\u094d\\u0939\\u094b\\u0902\\u0928\\u0947 \\u0927\\u0928 \\u0914\\u0930 \\u092d\\u094b\\u0917 \\u0935\\u093f\\u0932\\u093e\\u0938 \\u0915\\u094b \\u091c\\u0940\\u0935\\u0928 \\u0915\\u093e \\u0932\\u0915\\u094d\\u0937\\u094d\\u092f \\u092c\\u0928\\u093e \\u0932\\u093f\\u092f\\u093e, \\u0935\\u094b \\u0915\\u094d\\u092f\\u093e \\u0932\\u093f\\u0916\\u0947\\u0902\\u0917\\u0947\\n\\nI am Voice of Voiceless People'",b'909',b'1887',b'27',b'108947',b'132967',b'False',b'False',b'True',b'False',b'2016-07-21 13:50:27'
b'Donald Trump India 2020 LIVE Updates: Ivanka Trump arrives at Motera Stadium \\n\\n#IvankaTrump\\n#TrumpInIndia\\u2026 https://t.co/hjoCtnH7FS',b'1231854360872620033',b'Newsd',b'GetNewsd',"b'New Delhi, India'","b'Newsd is a new age information, curation and dissemination platform. A one-stop shop for your daily news consumption. Send your write ups to social@newsd.in'",b'18062',b'166',b'127',b'75462',b'182',b'True',b'False',b'False',b'False',b'2015-04-24 06:54:06'
"b""Being a girl I can bet, half of the girls are right now discussing #MelaniaTrump and #IvankaTrump's outfits \\U0001f605""",b'1231854253880135681',b'Shivangi Thakur',b'thakur_shivangi',b'India',"b""Journalist at @Tv9bharatvarsh / Ex @Aajtak @Indiatoday /@News18india / Winner of Expandables Award 2017 and Youth Icon Award 2020 / RT's are not Endorsements""",b'20294',b'2024',b'44',b'17989',b'29447',b'False',b'False',b'False',b'False',b'2012-09-10 07:11:05'
"b""#\\u0917\\u0941\\u091c\\u0930\\u093e\\u0924: \\u0905\\u092e\\u0947\\u0930\\u093f\\u0915\\u0940 \\u0930\\u093e\\u0937\\u094d\\u091f\\u094d\\u0930\\u092a\\u0924\\u093f \\u0921\\u094b\\u0928\\u093e\\u0932\\u094d\\u0921 \\u091f\\u094d\\u0930\\u0902\\u092a \\u0915\\u0940 \\u092c\\u0947\\u091f\\u0940 \\u0907\\u0935\\u093e\\u0902\\u0915\\u093e '\\u0928\\u092e\\u0938\\u094d\\u0924\\u0947 \\u091f\\u094d\\u0930\\u0902\\u092a' \\u0915\\u093e\\u0930\\u094d\\u092f\\u0915\\u094d\\u0930\\u092e \\u092e\\u0947\\u0902 \\u0936\\u093e\\u092e\\u093f\\u0932 \\u0939\\u094b\\u0928\\u0947 \\u092e\\u094b\\u091f\\u0947\\u0930\\u093e \\u0938\\u094d\\u091f\\u0947\\u0921\\u093f\\u092f\\u092e \\u092a\\u2026 https://t.co/8Y04S7ZenJ""",b'1231854233235812352',b'Prime News',b'primenewslivetv',b'',"b'#Prime_News India`s Top and Reliable 24 Hour #Hindi_News_Channel. which covers latest news, entertainment, crime, india, world, viral news.'",b'183',b'15',b'0',b'1994',b'3',b'False',b'False',b'True',b'False',b'2019-11-25 11:26:07'
b'#TrumpIndiaVisit  #IvankaTrump \\n\\n\\u0c05\\u0c39\\u0c4d\\u0c2e\\u0c26\\u0c3e\\u0c2c\\u0c3e\\u0c26\\u0c4d\\u200c\\u0c32\\u0c4b \\u0c2e\\u0c46\\u0c30\\u0c3f\\u0c38\\u0c3f\\u0c28 \\u2018\\u0c1a\\u0c02\\u0c26\\u0c4d\\u0c30\\u0c35\\u0c02\\u0c15\\u2019 !\\n\\nhttps://t.co/DBR5SUTLgf',b'1231854024481112064',b'TV9 Telugu',b'TV9Telugu',"b'Hyderabad, Telangana, India'",b'TV9 is a Telugu news channel started in January 2004 by a team of journalists.',b'268109',b'57',b'343',b'154915',b'222',b'True',b'False',b'True',b'False',b'2010-05-19 06:12:18'
b'#TrumpIndiaVisit ~IVANKA arrives at the stadium and the crowd roars!!  #IvankaTrump \\U0001f1fa\\U0001f1f8\\u2764\\ufe0f\\U0001f1ee\\U0001f1f3 https://t.co/3ioL9mw5j5',b'1231853976334848001',b'Angel Patriot\\U0001f49e\\U0001f1fa\\U0001f1f8',b'Angel5Christine',"b'Pennsylvania, USA'",b'\\U0001f1fa\\U0001f1f8\\u2764\\ufe0f President Trump is the Best President Ever\\u2764\\ufe0f\\U0001f1fa\\U0001f1f8\\nHappy Wife\\U0001f48b 5 Terrific children\\U0001f31f \\U0001f496Dog & 3 Cats\\n\\u2728#MAGA\\u2728#KAG2020\\u2728#TheMighty200\\n\\u2728#QAnon \\u2728#WWG1WGA\\n\\U0001f6abDM',b'5623',b'5640',b'1',b'37858',b'57723',b'False',b'False',b'True',b'False',b'2019-05-14 21:19:53'
b'@LisaKudrow do you see yourself in  #IvankaTrump ?\\n#TrumpIndiaVisit #NamasteyTrump #TrumpInIndia #Ahmedabad\\u2026 https://t.co/N7swiLvDto',b'1231853909737713664',b'abhishek',b'abhibohraa',b'Jodhpur',"b'\\u0950 \\u0926\\u094d\\u092f\\u094c\\u0903 \\u0936\\u093e\\u0928\\u094d\\u0924\\u093f\\u0930\\u0928\\u094d\\u0924\\u0930\\u093f\\u0915\\u094d\\u0937\\u0902 \\u0936\\u093e\\u0928\\u094d\\u0924\\u093f\\u0903 \\n\\u092a\\u0943\\u0925\\u093f\\u0935\\u0940 \\u0936\\u093e\\u0928\\u094d\\u0924\\u093f...\\neducator on Unacademy Plus, Written RAS Mains 2018, cleared CTET, REET L2\\ninstagram: abhishekbohraa'",b'184',b'292',b'0',b'4240',b'7410',b'False',b'False',b'False',b'False',b'2014-07-22 03:27:29'
b'And the radiant #IvankaTrump who gamely poses for selfies at #Motera. https://t.co/YYLMVtUDLa',b'1231853862878769154',b'Dr Srijana Mitra Das',b'srijanapiya17',b'Delhi-Mumbai-Cambridge',"b'Consulting Editor, The Times of India (Print & Digital). Young Leader France-India. Writer.\\nPhD, MPhil: Cambridge. BSc: LSE piyasrijana@gmail.com Views personal'",b'6347',b'637',b'97',b'20858',b'2720',b'False',b'False',b'False',b'False',b'2009-03-04 08:40:19'
b'Half of the stadium turned up just to see #IvankaTrump\\n#TrumpInIndia #TrumpIndiaVisit #NamasteyTrump https://t.co/dfSJgwQGBb',b'1231853795212169218',b'Lokesh Bhatt',b'loku_bhatt',b'\\U0001f1ee\\U0001f1f3 |\\U0001f1e6\\U0001f1ea',b'BIO is short for biography and also a term used to describe a brief description of a person.',b'104',b'230',b'5',b'3744',b'14410',b'False',b'False',b'False',b'False',b'2011-07-29 13:40:51'
"b""Gujarat: US President #DonaldTrump's daughter #IvankaTrump arrives at Motera Stadium ahead of the 'Namaste Trump' e\\u2026 https://t.co/uPkEAC3feG""",b'1231853714069045248',b'RapidLeaks',b'RapidLeaksIndia',b'India',"b'Engaging stories, insightful analysis & unbiased digital journalism. Come, join us for real-time updates.'",b'1041',b'715',b'58',b'12823',b'415',b'False',b'False',b'False',b'False',b'2015-04-30 10:18:39'
"b'Gracious Co-Wharton alum #IvankaTrump is interacting with the crowd, talking one on one with persons, posing in selfies!'",b'1231853601347207169',b'Coaching Gender/Sex',b'JDPasricha',"b'New York, NY | Vatican City'",b'Put empowered women/girls center of jobs rich green economy: safety security social inclusion universal education health care political expansion',b'1145',b'3813',b'84',b'67229',b'7515',b'False',b'False',b'False',b'False',b'2012-01-14 19:35:16'
b'\\u0c1f\\u0c4d\\u0c30\\u0c02\\u0c2a\\u0c4d\\u200c \\u0c2a\\u0c30\\u0c4d\\u0c2f\\u0c1f\\u0c28.. \\u0c2e\\u0c3f\\u0c21\\u0c4d\\u0c21\\u0c40\\u0c24\\u0c4b \\u0c2e\\u0c46\\u0c30\\u0c3f\\u0c38\\u0c3f\\u0c28 \\u0c07\\u0c35\\u0c3e\\u0c02\\u0c15\\u0c3e... |#AP24x7\\n\\nRead More&gt;&gt;&gt;https://t.co/ICTvoZdVvc\\n#DonaldTrumpIndiaVisit\\u2026 https://t.co/7iOAVJFeMK',b'1231853535530082304',b'AP24x7',b'AP24x7live',"b'Vijayawada, India'","b'AP24x7 is a 24 Hour News Channel. First Satellite News Channel from Andhra Pradesh. We Give Latest, Breaking and Sensational News to Public.'",b'18229',b'494',b'18',b'23093',b'24',b'False',b'False',b'True',b'False',b'2017-03-11 05:32:03'
b'#IvankaTrump Welcome To India \\U0001f490 https://t.co/CECzbeoGJU',b'1231853141240492032',b'Bunny \\U0001f430\\U0001f427',b'bun2222',b'Everywhere',"b""Living The Moment \\U0001f970 \\U0001f430\\nI'm Proud Of You #Modi\\nEagerly Waiting For Superstar #RanbirKapoor Movie #Brahmastra 4th December 2020 \\U0001f3ac""",b'9',b'83',b'0',b'387',b'794',b'False',b'False',b'True',b'False',b'2020-01-21 06:15:29'
b'Ivanka Trump reaches #MoteraStadium to attend the #NamasteTrump event. \\n\\n#POTUS #FLOTUS #USIndia #TrumpInIndia\\u2026 https://t.co/FbkNcdm8o1',b'1231853096487096321',b'India Ahead News',b'IndiaAheadNews',b'India',b'Digital and Mobile platform for discovering and sharing news on the go.',b'2971',b'126',b'5',b'19127',b'339',b'False',b'False',b'False',b'False',b'2018-03-29 08:24:44'
"b'#Modi aur #Trump ek taraf, #IvankaTrump ki khubsurati ek taraf \\U0001f60d\\U0001f64f\\n\\n#ModiTrumpCard #TrumpIndiaVisit #TrumpModiMeet #TrumpInIndia'",b'1231853058042130433',b'NEEL\\U0001f1ee\\U0001f1f3',b'Okayneel',b'India',"b'\\u090f\\u0915 \\u092d\\u093e\\u0930\\u0924, \\u0936\\u094d\\u0930\\u0947\\u0937\\u094d\\u0920 \\u092d\\u093e\\u0930\\u0924 \\U0001f1ee\\U0001f1f3'",b'214',b'1835',b'4',b'5836',b'12419',b'False',b'False',b'False',b'False',b'2010-04-20 05:55:48'
"b'\\u0aa8\\u0aae\\u0ab8\\u0acd\\u0aa4\\u0ac7 \\u0a9f\\u0acd\\u0ab0\\u0aae\\u0acd\\u0aaa: \\u0ab0\\u0acb\\u0aa1-\\u0ab6\\u0acb \\u0aaa\\u0ac2\\u0ab0\\u0acb \\u0a95\\u0ab0\\u0ac0\\u0aa8\\u0ac7 \\u0aae\\u0acb\\u0aa6\\u0ac0-\\u0a9f\\u0acd\\u0ab0\\u0aae\\u0acd\\u0aaa\\u0aa8\\u0acb \\u0a95\\u0abe\\u0aab\\u0ab2\\u0acb \\u0aae\\u0acb\\u0a9f\\u0ac7\\u0ab0\\u0abe \\u0aaa\\u0ab9\\u0acb\\u0a82\\u0a9a\\u0acd\\u0aaf\\u0acb, \\u0ab8\\u0ab5\\u0abe \\u0ab2\\u0abe\\u0a96 \\u0ab2\\u0acb\\u0a95\\u0acb \\u0ab8\\u0acd\\u0a9f\\u0ac7\\u0aa1\\u0abf\\u0aaf\\u0aae\\u0aae\\u0abe\\u0a82\\u2026 https://t.co/6F8fPYytFK'",b'1231853037796257795',b'Newz Viewz',b'newzviewzoffice',b'INDIA',"b'Newz Viewz provides the latest Hindi, English & Gujarati news from India and World about all Politics, Cinema, Business, National & News at Singal Click.'",b'103',b'182',b'2',b'26578',b'224',b'False',b'False',b'False',b'False',b'2017-01-04 09:14:14'
b'Queen of #earth #IvankaTrump arrives at the #Motera stadium stands #TrumpInIndia \\n\\n#NamsteTrump \\nhttps://t.co/KdTy2xbuiH',b'1231852734363656192',b'\\u0906\\u092e \\u0906\\u0926\\u092e\\u0940\\U0001f4bf',b'Ketul1Indian',b'earth ',"b'\\u0932\\u093f\\u0916\\u0924\\u0947 \\u0924\\u094b \\u0935\\u0939 \\u0939\\u0948\\u0902, \\u091c\\u093f\\u0928\\u0915\\u0947 \\u0905\\u0902\\u0926\\u0930 \\u0915\\u0941\\u091b \\u0926\\u0930\\u094d\\u0926, \\u0905\\u0928\\u0941\\u0930\\u093e\\u0917,\\u0932\\u0917\\u0928 \\u0935\\u093f\\u091a\\u093e\\u0930 \\u0939\\u094b\\u0964 \\u091c\\u093f\\u0928\\u094d\\u0939\\u094b\\u0902\\u0928\\u0947 \\u0927\\u0928 \\u0914\\u0930 \\u092d\\u094b\\u0917 \\u0935\\u093f\\u0932\\u093e\\u0938 \\u0915\\u094b \\u091c\\u0940\\u0935\\u0928 \\u0915\\u093e \\u0932\\u0915\\u094d\\u0937\\u094d\\u092f \\u092c\\u0928\\u093e \\u0932\\u093f\\u092f\\u093e, \\u0935\\u094b \\u0915\\u094d\\u092f\\u093e \\u0932\\u093f\\u0916\\u0947\\u0902\\u0917\\u0947\\n\\nI am Voice of Voiceless People'",b'909',b'1887',b'27',b'108947',b'132967',b'False',b'False',b'True',b'False',b'2016-07-21 13:50:27'
b'Welcome USA president Donald trump and melania and lovely ivanka. #IvankaTrump #MelaniaTrump \\n#DonaldTrump to India',b'1231852651907813376',b'Fagu jena',b'Ferguso60033452',b' Bhubaneshwar',b'Icai student',b'1',b'35',b'0',b'86',b'88',b'False',b'False',b'True',b'False',b'2013-10-23 11:57:58'
b'@nitindhote24 @vinay20686 @SagnikKar @pernav31 @jaiwanth1 @SK77872309 @parmesh214 @AdShivendra @battoleybaz\\u2026 https://t.co/XkoK6JxU0N',b'1231851088082391041',"b'#\\u0928\\u092e\\u0938\\u094d\\u0924\\u0947Trump & Family, d Nationalists\\U0001f1fa\\U0001f1f8Patriots'",b'mahavir0017',b'IN\\u092d\\u093e\\u0930\\u0924',b'\\u092c\\u0941\\u0926\\u094d\\u0927\\u093f \\u0930\\u091a\\u093f \\u0924\\u0941\\u0928\\u0947 \\u0930\\u0918\\u0941\\u0930\\u093e\\u0908\\u0964\\n\\u092e\\u0948\\u0902 \\u0915\\u094d\\u092f\\u093e \\u0915\\u0930\\u0941\\u0902 \\u0924\\u0941\\u091d\\u0938\\u0947 \\u091a\\u0924\\u0941\\u0930\\u093e\\u0908\\u0965\\n\\u092a\\u094d\\u0930\\u0935\\u093f\\u0938\\u093f \\u0928\\u0917\\u0930 \\u0915\\u0930\\u0924 \\u0938\\u092d\\u0940 \\u0915\\u093e\\u091c\\u093e\\u0964\\n\\u0939\\u0943\\u0926\\u092f \\u0930\\u093e\\u0916\\u093f \\u0915\\u094c\\u0938\\u0932 \\u092a\\u0941\\u0930 \\u0930\\u093e\\u091c\\u093e\\u0965\\n\\u0915\\u0932\\u093f\\u092f\\u0941\\u0917 \\u090f\\u0915 \\u0928\\u093e\\u092e \\u0906\\u0927\\u093e\\u0930\\u093e\\u0964\\n\\u092c\\u093e\\u0930\\u0902\\u092c\\u093e\\u0930 \\u091c\\u092a\\u0924 \\u0938\\u0902\\u0938\\u093e\\u0930\\u093e\\u0965\\n2.5\\u0906\\u0916\\u0930 \\u092a\\u094d\\u0930\\u0947\\u092ek...',b'1406',b'1984',b'38',b'68836',b'32328',b'False',b'False',b'False',b'False',b'2015-07-11 20:22:57'
"b""Can't decide, who is more gorgeous? @FLOTUS or @IvankaTrump \\U0001f60d\\U0001f60d\\n.\\n.\\n.\\n.\\n.\\n#IvankaTrump #MelaniaTrump \\n#FLOTUS\\u2026 https://t.co/kSTbXDu9Rf""",b'1231851065475092481',b'Gandharv Sharma',b'_gandharv_',b'City of Joy & City of Rallies',"b'\\U0001f549\\nJournalist, Learner, Witty, Extrovert, Adventurous, Politics, Humorous, Old Soul, Foodie, Movie Buff, History Lover, Creative, Serial Chiller.\\n\\U0001f64f Namaste \\U0001f64f'",b'151',b'664',b'4',b'9098',b'8092',b'False',b'False',b'False',b'False',b'2015-11-01 15:51:40'
b'Melania Trump keeps it elegant in white jumpsuit as she arrives in India; see pics @FLOTUS #MelaniaTrump\\u2026 https://t.co/HyWJkX52a9',b'1231850590596026368',b'IE Lifestyle',b'lifestyle_ie',"b'Noida, India'","b""Looking to live the good life? We've got you covered! IE Lifestyle is your one-stop page for all things food, travel, health, books, art, fashion and wine.""",b'1470',b'4',b'11',b'9698',b'6',b'False',b'False',b'True',b'False',b'2016-05-25 10:29:10'
"b""#DonaldTrump 's sexy daughter #IvankaTrump has arrived in India. May the gangbang start!!\\U0001f601\\U0001f601\\U0001f601\\U0001f601""",b'1231850295686246401',b'Sis Lover \\u2764',b'IncestLM11',b'Nudist Colony',"b""I'm a  young male.  \\u2642 Interested in incest with my sister \\U0001f618 I don't trade nudes. Don't dare ask me for my sissy's nude ! \\U0001f51e""",b'2531',b'253',b'21',b'1043',b'438',b'False',b'False',b'True',b'False',b'2019-05-24 16:42:26'
b'Some 70 L people thronged from different parts of the State to catch a glimpse of Melania Trump. To their disappoin\\u2026 https://t.co/WPBtKZD7M5',b'1231850261481545729',b'Visakh Ramachandran',b'visakhpr',b'chennai',b'Entrepreneur (Simply FRENCH) II French Language Trainer II Social worker II Blogger || Motivational Speaker || Traveller || Writer',b'149',b'37',b'3',b'1222',b'68',b'False',b'False',b'False',b'False',b'2009-08-14 09:48:17'
