"b'@HomeBuilderTex @ABC ""Good job, Tex!"" #IvankaTrump \\U0001f1fa\\U0001f1f8 https://t.co/uDYD3dkU2W'",b'1229205169914568704',b'ChairmanYou',b'ComradeYou',"b'Los Angeles, CA'",b'#TheResistance \\U0001f1fa\\U0001f1f8 #Resist \\U0001f1fa\\U0001f1f8 #MOT',b'1057',b'1561',b'0',b'4953',b'2934',b'False',b'False',b'True',b'False',b'2019-03-23 20:20:12'
"b'@BDUTT @realDonaldTrump @narendramodi It\\u2019s not Delhi riots babe, it\\u2019s gundagardi by Muslim extremist groups ok. Have balls to call the truth'",b'1232287187896426497',b'VJ',b'kewldude2010',b'India',"b'Proud #Indian Keen #Adventurer, Proud #Armylad #dreamer. Keep dreaming as it helps to be Alive N Kicking.The views are personal.'",b'82',b'407',b'1',b'854',b'1120',b'False',b'False',b'True',b'False',b'2016-05-24 04:59:29'
"b""Really, she probably never heard about how in Urbana localities people don't want to rent or sell their houses to M\\u2026 https://t.co/bhua8xZ5OP""",b'1232287187296714753',b'M.',b'RantiScreamer',b'Bomb(aye) ',"b'30. Love - Books, whiskey, metal, pets and economics \\U0001f3f3\\ufe0f\\u200d\\U0001f308 // IG: RantiScreamer.'",b'1241',b'563',b'29',b'69572',b'21438',b'False',b'False',b'False',b'False',b'2010-05-15 08:31:46'
"b'@sambhernyowo Saya muslim, saya siap dampingi Ahmad Khazinudin\\n#SaveAdvokatPejuang #DampingiKetuaLBHPU -\\u2026 https://t.co/kbEN8iof5p'",b'1232287183761027074',b'Faras Affh20',b'FAffh20',"b'Cikarang, Indonesia'",b'\\u0627\\u0644\\u0644\\u064e\\u0651\\u0647\\u064f \\u0648\\u064e\\u0644\\u0650\\u064a\\u064f\\u0651 \\u0627\\u0644\\u064e\\u0651\\u0630\\u0650\\u064a\\u0646\\u064e \\u0622\\u0645\\u064e\\u0646\\u064f\\u0648\\u0627 \\u064a\\u064f\\u062e\\u0652\\u0631\\u0650\\u062c\\u064f\\u0647\\u064f\\u0645\\u0652 \\u0645\\u0650\\u0646\\u064e \\u0627\\u0644\\u0638\\u064f\\u0651\\u0644\\u064f\\u0645\\u064e\\u0627\\u062a\\u0650 \\u0625\\u0650\\u0644\\u064e\\u0649 \\u0627\\u0644\\u0646\\u064f\\u0651\\u0648\\u0631\\u0650',b'90',b'46',b'0',b'770',b'56',b'False',b'False',b'True',b'False',b'2019-03-03 01:59:42'
"b'@narendramodi @POTUS @realDonaldTrump Bahut sahi khel raha hai tu Hindu Muslim ki rajneeti karke, bhagwan kanbhi anyay nahi karega.'",b'1232287181760151552',b'Danish Goltay',b'DanishGoltay',b'Bangalore',b'Subscribe 2 My YouTube Channel - https://t.co/PBw62wpa06',b'58',b'110',b'0',b'146',b'77',b'False',b'False',b'True',b'False',b'2014-06-08 13:11:04'
b'@AbuAzza93186383 Sesama muslim bagai bangunan yang saling menguatkan\\n &gt;&gt; #SaveAdvokatPejuang &lt;&lt;\\n #KawalKetuaLBHPU -\\u2026 https://t.co/HEgDGOfpNg',b'1232287180518608898',b'Nur Hikmah',b'NurHikm46908875',b'',b'',b'193',b'326',b'0',b'2412',b'450',b'False',b'False',b'True',b'False',b'2018-05-06 02:57:56'
b'@olusogaowoeye @AkahOwei The Taraba State house of Assembly should look at their laws\\n\\nIf it appears that the Gover\\u2026 https://t.co/juaK7CryCB',b'1232287166178484225',b'| Amb. Daniel E. N| GREAT ORACLE PIKIN',b'Tymdan__',b'Kigali',b'Dir of Cabinet @ecowas_youth| Mem @AfricanUnionSC| Convener PELS-D Africa https://t.co/bqza9ex53a | #StudyInRwanda| CEO @OfficialDANOVI | Critical Thinker!',b'1192',b'437',b'4',b'28654',b'38965',b'False',b'False',b'True',b'False',b'2019-07-27 20:15:25'
"b""@LBC So this can be released as its predominantly against white 'privileged' men, but the report into predominantly\\u2026 https://t.co/RTrjlHzFtu""",b'1232287165234712576',b'Chris \\U0001f914',b'ChrisM576',"b'England, United Kingdom'","b""Just me.\\n\\nSarcastic but mean no harm, if you don't like what I say scroll on past.""",b'331',b'210',b'2',b'8036',b'12979',b'False',b'False',b'False',b'False',b'2014-03-25 13:06:50'
"b'@anita_sari067 Hukum sudah terbukti sangat tajam hanya kepada muslim. Kepada para koruptor, kepada para penista Isl\\u2026 https://t.co/EW09IJnv7w'",b'1232287155768057857',b'@UmmuDzakiy',b'UmmuDzakiy1',b'',b'Cinta Nabi Cinta Syariah',b'23',b'13',b'0',b'366',b'18',b'False',b'False',b'True',b'False',b'2019-11-22 10:31:58'
b'Just the Muslim Party will do. They are f*ck all to do with the labour movement. https://t.co/BO4p1hZg16',b'1232287155407507459',b'philshort Esq - Free Briton',b'philshort',b'UK',"b""Avid realist, winner, prefers logic to naive idealism. Proud to be British in an Independent Britain. Let's make it Great Britain again.""",b'371',b'251',b'11',b'17310',b'26308',b'False',b'False',b'False',b'False',b'2008-12-17 10:38:24'
"b'@yogivimal Do u remember Adityanath, Anurag Takur speeches and supplying biriyani gimmics in delhi.... u tend to be\\u2026 https://t.co/hxYpP01ywt'",b'1232287154916732929',b'Rahees',b'raheesp',b'INDIA',b'',b'131',b'252',b'0',b'347',b'21',b'False',b'False',b'True',b'False',b'2009-08-30 06:39:28'
"b'#\\u0927\\u0930\\u0924\\u0940\\u0915\\u094b_\\u0938\\u094d\\u0935\\u0930\\u094d\\u0917_\\u092c\\u0928\\u093e\\u0928\\u093e\\u0939\\u0948 Saint Rampal Ji Maharaj says Humanity is the religion of all.\\n\\nOur race is living being, hum\\u2026 https://t.co/0985ppJPF0'",b'1232287154686001153',b'iliyana \\U0001f4af\\U0001f4af\\U0001f4af\\U0001f4af\\U0001f4af\\U0001f339\\U0001f49e\\U0001f339',b'TanviRajde',"b'Goa, India \\U0001f4af\\U0001f4af\\U0001f4af\\U0001f4af\\U0001f4af\\U0001f4af'",b'who is parfact in this univasal face to me if you can\\u2019t face that I will face to you. follow bece \\U0001f4af\\U0001f4af\\U0001f4af\\U0001f339\\U0001f339\\U0001f49e',b'1058',b'913',b'0',b'2567',b'2298',b'False',b'False',b'True',b'False',b'2019-08-28 10:20:38'
b'@iainmarlow Muslims have been rioting since last two months all over india and you only see anti Muslim riots',b'1232287152853176320',b'indian',b'mkinthuk',b'',b'',b'810',b'2892',b'9',b'11554',b'8768',b'False',b'False',b'False',b'False',b'2009-02-03 23:20:40'
b'@SANDIP_COB Peaceful ppl adopt too... Salman khans family adopt arpita khan... Recently there was a video where Ker\\u2026 https://t.co/uaZ2JSIRKD',b'1232287152572026880',b'Sree Basu',b'SreeBasu84',b' India',b'I am scared of perfection. Perfect ones please stay away.\\nOh yes.. the ones with Narcissistic Personality Disorder...SHOO',b'3101',b'475',b'14',b'18776',b'51798',b'False',b'False',b'True',b'False',b'2019-03-31 09:48:40'
"b""@Amaan_Samajwad @IndiasMuslims He's a SP party chamcha. Muslim appeasement in all its glory- https://t.co/S5NdL6NgUq""",b'1232287152488120322',b'Shruti Jalan',b'saying_as_it_is',b'india',"b""Information isn't Knowledge... Knowledge isn't wisdom | Romance with people, not with ideas !""",b'625',b'181',b'4',b'8332',b'10017',b'False',b'False',b'False',b'False',b'2010-03-05 14:10:37'
b'@AswathVelayudh1 @naukarshah If you wanna talk old news lets talk about some why did Kashmir muslim kicked pandits\\u2026 https://t.co/VPsWZfLP6P',b'1232287139720613889',b'chuppith',b'Supreet62612534',b'',b'I dont know',b'0',b'2',b'0',b'184',b'132',b'False',b'False',b'True',b'False',b'2019-12-20 10:33:01'
"b'Saint Rampal Ji Maharaj says Humanity is the religion of all.\\n\\nOur race is living being, humanity is our religion.\\u2026 https://t.co/3nwBwjeoLV'",b'1232287137703264260',b'Rohit Bajwa',b'RohitBa47880027',b'',b'kabir is god',b'577',b'792',b'0',b'3240',b'636',b'False',b'False',b'True',b'False',b'2019-10-07 05:44:08'
"b'A mosque being attacked , Episode of Babri Mosque being repeated ! The divide is so extreme that religious places a\\u2026 https://t.co/oiVtm71Ocz'",b'1232287135157379074',b'Waziristan Diary',b'DiaryWaziristan',b'MiranShah',b'Waziristan ... A prespective !\\nAn Army Guy ! Waziristan my Place . Twitter My Ranting Place ... Nothing Official ! Books and Internet My Things',b'618',b'176',b'1',b'1069',b'879',b'False',b'False',b'True',b'False',b'2019-02-16 14:52:01'
b'@mihira_sood Shame on such fear mongers. This lady is enjoying the riots and spreading fake news.\\nSilent people of\\u2026 https://t.co/BLwtug0c9w',b'1232287125925715971',b'Left Ko Karta Hu Right\\U0001f549\\ufe0f\\U0001f1ee\\U0001f1f3',b'desicrusaderhu',b'',"b'\\u0926\\u0947\\u0936\\u092d\\u0915\\u094d\\u0924\\u094b\\u0902 \\u0915\\u093e \\u0906\\u0926\\u0930 \\u0915\\u0930\\u0924\\u093e \\u0939\\u0942\\u0901 \\u0914\\u0930 \\u0926\\u0947\\u0936\\u0927\\u094d\\u0930\\u094b\\u0907\\u092f\\u094b \\u0915\\u093e \\u092c\\u092e\\u094d\\u092c\\u0942 \\u0915\\u0930\\u0924\\u093e \\u0939\\u0942\\u0901\\u0964\\nAward Wapasi, Badi Bindi, Presstitutes, Pseudo-secular, Leftist, Pseudo Liberals \\u092c\\u091a \\u0915\\u0947 \\u0930\\u0939\\u0928\\u093e\\u0964'",b'48',b'118',b'0',b'937',b'7694',b'False',b'False',b'True',b'False',b'2010-09-19 19:27:24'
b'@faizan0008 @IndiasMuslims When will muslims help muslim brothers in delhi',b'1232287124889665536',b'known stranger',b'peacelover1947',b'',"b'When tyranny becomes law, resistance becomes duty. \\n\\nSurrender is no option, fear is no policy.\\n\\nFight till the last drop of blood.'",b'1385',b'1448',b'15',b'42175',b'36859',b'False',b'False',b'True',b'False',b'2013-08-13 16:38:02'
"b'@Qanon76 Unsuccessful outwardly via violence and regime change, their strategy changed. \\u201cAccording to a spokesman o\\u2026 https://t.co/lXXVLZFgEn'",b'1232287124348719105',b'MVP',b'AustinTrainer',"b'Austin and Dallas, Texas'",b'Q 45 WWG1 patriot videography finance economics business writing history technology chess',b'616',b'279',b'11',b'2027',b'111254',b'False',b'False',b'False',b'False',b'2009-09-02 13:02:22'
b'@vermaanupam7 @iamseeratraza @RanaAyyub Shree Raam Muslim the ka.???',b'1232287113959264261',b'A___C___I___D',b'nahidimam10209',b'',b'Tum Mujhe Follow Kro @Nahidimam10209 Me Tumhe Follow Back Dunga \\U0001f601',b'164',b'683',b'2',b'1448',b'5804',b'False',b'False',b'True',b'False',b'2016-10-18 22:49:07'
b'@MeghnaPurohit5 @JayantKBhura @AshishKaushalR2 @FuschiaScribe For muslim only',b'1232287112189403137',b'Bhavuk Bansal',b'bhavuk123456',b'',b'',b'11',b'590',b'0',b'2794',b'1056',b'False',b'True',b'True',b'False',b'2019-09-09 08:08:46'
b'@rasha_fathima20 @dimplejethani @icedtea28 @LoneWolf4568 @ippatel @DelhiPolice Terrorism is created by Islam. Laden\\u2026 https://t.co/clCeXqOmUM',b'1232287111400681472',b'Neha',b'Nehayeah',b'',b'Support the truth.',b'2',b'7',b'0',b'83',b'185',b'False',b'False',b'True',b'False',b'2020-02-06 19:36:08'
b'@nazia_e You can go to any Muslim country \\U0001f64f\\U0001f3fb',b'1232287108590702595',b'\\u0921\\u0949 \\u0917\\u094c\\u0930\\u0935 \\u0935\\u0930\\u094d\\u092e\\u093e DrGAURAV VERMA(Namo again)',b'DrGaurav0007',"b""Jilin, People's Republic of China""","b'Welcome Everyone!!!\\u0432\\u0441\\u0435\\u043c \\u0434\\u043e\\u0431\\u0440\\u043e \\u043f\\u043e\\u0436\\u0430\\u043b\\u043e\\u0432\\u0430\\u0442\\u044c !!#MODIAGAIN , #VoteforBJP. ,M.B.B.S,Doctor,PG Aspirant \\U0001f1ee\\U0001f1f3\\U0001f6a9'",b'1177',b'1935',b'0',b'19874',b'56188',b'False',b'False',b'True',b'False',b'2017-02-27 08:58:28'
b'This is d Capital city New Delhi where Hindutva mob breaking a Muslim house chanting #JayShriRam &amp; @DelhiPolice is\\u2026 https://t.co/gvoGreslxe',b'1232287104396414981',b'Atif Nazeer \\u0639\\u0627\\u0637\\u0641 \\u0646\\u0630\\u06cc\\u0631',b'AtifNazir91',"b'Muhammadabad Gohna, India'","b'Social-worker, Patriotic NRI, Proud Indian Muslim\\n(RT are not endorsement)'",b'33',b'99',b'0',b'244',b'100',b'False',b'False',b'True',b'False',b'2019-03-18 12:31:37'
b'In Maujpur Muslim establishments are being targeted with impunity. Shiva auto works and Tyagi sabun store are untou\\u2026 https://t.co/fL3jfKBiSN',b'1232287094241779712',b'suhas',b'suhasmunshi',b'Delhi',b'Report for @CNNnews18. Formerly with @catchnews & @timesofindia suhasmunshi@gmail.com #RepealCAA #FreeSudhaBharadwaj',b'535',b'1023',b'9',b'655',b'3826',b'False',b'False',b'True',b'False',b'2010-01-13 06:44:07'
b'@laurahunt42 @BiggsDCat @wdunlap @tedcruz @Jaysock2 I\\u2019m not disputing it\\u2019s presence.... this country was found in J\\u2026 https://t.co/1ibTPjBZjs',b'1232287090819436546',b'Laura Diebra',b'LauraDiebra',"b'Florida, USA'",b'',b'1124',b'1469',b'3',b'43860',b'87503',b'False',b'False',b'True',b'False',b'2014-05-06 16:09:46'
"b'Saint Rampal Ji Maharaj says Humanity is the religion of all.\\n\\nOur race is living being, humanity is our religion.\\u2026 https://t.co/e9LeW8ll0F'",b'1232287089527578624',b'\\U0001f60d \\u24c2\\ufe0foNikA YaDaV \\u270c\\ufe0f ( Fb \\U0001f4af%)',b'MonikaY50149008',b'Chhattisgarh ',b'\\U0001f339 Daughter of Sant Rampal Ji Maharaj \\U0001f339',b'6607',b'3710',b'2',b'7517',b'15129',b'False',b'False',b'True',b'False',b'2019-09-21 06:22:15'
b'@JustInformU Saw this. Ha ha!!! Obummer was always a muslim. From day one.',b'1232287088889843712',b'Rhemus',b'Stephen99968255',b'',b'',b'38',b'40',b'0',b'1175',b'5030',b'False',b'False',b'True',b'False',b'2019-05-22 21:32:40'
b'@mihira_sood @stoppression Its time to delhi muslim to stand against this rss terrorists and BJP GOONS. Self defence',b'1232287082334367744',b'obaidullah siddiqui',b'Bilalahmedsid1',"b'Hyderabad, India'",b'',b'13',b'259',b'0',b'114',b'287',b'False',b'False',b'True',b'False',b'2017-06-09 12:26:33'
b'@Naufalhlm @precariat_sweat @audhinafh Itu muslim lebih tepatnya',b'1232287074847350784',b'spark in times',b'ideide48',b'',"b'sok ide aja. \\nbukan nabi,\\nga punya hak dan kewajiban untuk mbuatmu percaya'",b'133',b'56',b'3',b'24095',b'358',b'False',b'False',b'False',b'False',b'2012-08-27 13:19:17'
b'@LillyMaryPinto @DelhiPolice why are you turned blind when #Hindu mob almost lynched an innocent #muslim\\u06d4\\u06d4 that fot\\u2026 https://t.co/MzQa0eiHCt',b'1232287072913805312',b'Ada Anjum',b'AdaAnjum',b'Bangalore',b'Proud to be an #INDIAN a #HINDI not a #HINDU.',b'519',b'260',b'4',b'3510',b'1235',b'False',b'False',b'False',b'False',b'2012-08-06 15:17:56'
b'@NAN_DINI_ If CAA is really against the Muslim Population of our country and they all will be in trouble then why a\\u2026 https://t.co/0AQbzUdw1T',b'1232287069751455745',b'The Adopted',b'TAdopted',b'',"b'if you change nothing, nothing will change'",b'5',b'24',b'0',b'934',b'446',b'False',b'False',b'True',b'False',b'2017-08-10 07:35:23'
"b""@TIinExile Even Chatrapati Shivaji Maharaj sent a Muslim queen captured in a war without harming her(he didn't capt\\u2026 https://t.co/eyc4Lw69vQ""",b'1232287065947004933',b'Bharat5553',b'bharat5553',b'',b'',b'3',b'82',b'0',b'171',b'304',b'False',b'True',b'True',b'False',b'2020-02-14 18:34:29'
b'@kafila1924_ Orang muslim selalu jadi incaran rezim komunis\\n &gt;&gt; #SaveAdvokatPejuang &lt;&lt;\\u2026 https://t.co/tOIAdYx4GU',b'1232287061857591296',b'Forastano',b'hitam_labalaba',b'',b'Rahmatan Lil Alamin',b'520',b'662',b'0',b'2511',b'5013',b'False',b'False',b'True',b'False',b'2019-08-31 03:26:56'
b'@ShayariBaBa_ Fir ye Randi Rona kis bat ka hamare bhi Muslim dost hai Unhe to dar nahi lagta',b'1232287049115488258',b'Tarrat\\U0001f1ee\\U0001f1f3',b'shubhambadhiye1',b'',b'',b'16',b'126',b'0',b'222',b'1713',b'False',b'False',b'True',b'False',b'2017-07-29 16:41:29'
b'Sesama muslim bagai bangunan yang saling menguatkan\\n &gt;&gt; #SaveAdvokatPejuang &lt;&lt;\\n #HukumTajamKeMuslim . #KamiBersamaLBHPU\\n#FA5Q\\n\\n@kecipireborn',b'1232287045927620608',b'',b'siti_birotul',b'',b'',b'34',b'78',b'0',b'150',b'618',b'False',b'False',b'True',b'False',b'2018-05-11 12:01:04'
"b""@retheeshraj10 It's that these Muslims are only creating problems for themselves and when beaten are playing victim\\u2026 https://t.co/TLL8J6Br6a""",b'1232287035009961986',b'Harsh Gupta',b'HarshGu94338353',b'',b'',b'5',b'31',b'0',b'341',b'474',b'False',b'True',b'True',b'False',b'2018-06-05 06:07:29'
"b'@Gadgetku5 Saya muslim, saya bersama LBH Pelita Umat melibas ketidak adilan\\n &gt;&gt; #SaveAdvokatPejuang &lt;&lt;\\u2026 https://t.co/BUVuwTg7CX'",b'1232287028479311872',b'Marika Michizuka',b'marikamichizuka',b'',b'',b'3',b'0',b'0',b'389',b'8',b'False',b'False',b'True',b'False',b'2010-02-11 06:59:31'
"b'Muslim World Leaders should see this what\\u2019s happening under the nose of your dear friend, whom you awarded https://t.co/jz7K6TA4TV'",b'1232287025820262400',b'Mubashir',b'rubusmubu',"b'Abu Dhabi, UAE'","b""Accountant, Converted to Islam Previously a Brahmin-Niyogi, Not found neutrality so become opinionated, Muslim Centric Politics, Mureed of 'Allah K Hukm Say'""",b'10621',b'1899',b'137',b'233993',b'192500',b'False',b'False',b'False',b'False',b'2012-05-11 14:42:49'
"b'#Saint Rampal Ji Maharaj says Humanity is the religion of all.\\n\\nOur race is living being, humanity is our religion.\\u2026 https://t.co/cFWAyPlXqI'",b'1232287023593140225',b'Krishnadev Kumar Anand',b'Krishna15184138',"b'New Delhi, India'",b'#PROFESSOR_OF_MATHEMATICS',b'5',b'77',b'0',b'10',b'9',b'False',b'False',b'True',b'False',b'2020-02-25 04:45:22'
"b'@IlhanMN No Muslim is a real Americans. Go back where they beheaded Christians, you will never be successful in mak\\u2026 https://t.co/cw2ZejCUXu'",b'1232287022188027906',b'Samuel Brooks Jr.',b'sambrooks23',b'United States',b'#Minister of God.# Retired Federal Manager#MAGA#cow farmer. alternate acct.@SamuelB19159309',b'2730',b'4083',b'2',b'13529',b'9215',b'False',b'False',b'True',b'False',b'2011-05-18 16:12:07'
"b'@aadil_khan01 Muslim ho darr bhi lagta hai, firbhi raasta jam karte ho , dusro ki property me aag lagate  ho, for b\\u2026 https://t.co/rUpsLvbD1S'",b'1232287021353373696',b'Bidyutm001 \\U0001f531\\U0001f531\\U0001f549\\ufe0f\\U0001f549\\ufe0f\\U0001f1ee\\U0001f1f3\\U0001f1ee\\U0001f1f3',b'bidyutm001',b'\\u092d\\u094c\\u092e\\u094d  \\u0928\\u0930\\u0915',b'A proud Indian. An ex-secular. A proud Kattar Hindu.',b'81',b'570',b'0',b'6924',b'17416',b'False',b'False',b'True',b'False',b'2019-03-24 08:30:31'
b'@Rkumars99 @MukulAgarwal66 Now @anubhavsinha will make a movie on this true incident - showing Hindu mobs killing a Muslim cop.',b'1232287017347751937',b'Arvind',b'irvathoor',b'',"b'I believe that universe is one family. I hate ideologies of hatred - those who hate people on the basis of religion, caste, race, color, sex or nationality.'",b'6239',b'6924',b'41',b'31832',b'2285',b'False',b'False',b'True',b'False',b'2010-08-04 12:07:07'
b'@HogLife4all @DazConlon @THEONEPLATINUM @Granlovespizza @BillChristie15 @afa_queer @Real_Macca_0161 @MakerSaggar\\u2026 https://t.co/2wL3yxLmSv',b'1232287015498059776',b'Charlie Frames',b'charlieframes',b'',b'Spending the next five years saying I told you so!',b'81',b'228',b'0',b'493',b'541',b'False',b'False',b'True',b'False',b'2018-03-06 22:15:04'
"b""@IlhanMN Honestly, those things you listed,\\nHijabi\\nMuslim\\nBlack\\nForeign born\\nRefugee\\nSomali\\ndon't worry me! \\n\\nYou h\\u2026 https://t.co/vZmWqW3QSZ""",b'1232287000746696704',b'Richard Brewer',b'kidbrewer',"b'North Carolina, USA'",b'pragmatic visionary',b'14',b'111',b'0',b'1567',b'292',b'False',b'False',b'False',b'False',b'2019-06-06 20:56:47'
"b'Yes, from two and half month since muslim terrorists have captured Shaheen bag. https://t.co/fDdUjyDIUR'",b'1232286995398844418',b'Dr. D.S.Kushwah',b'DKushwah73',b'',"b'A proud Hindu nationalist, A Big communal, respects others faith how much they respects mine.'",b'504',b'486',b'10',b'29598',b'15294',b'False',b'False',b'True',b'False',b'2013-10-14 05:51:01'
b'Jangan hanya karna aktifis muslim yang kritis hukim diarahkan kepadanya\\n &gt;&gt; #SaveAdvokatPejuang &lt;&lt;\\n #LBHPelitaUmat\\u2026 https://t.co/phpbIbue0V',b'1232286994371231744',b'edy susaka',b'EdyEdysusaka',b'',b'',b'21',b'27',b'0',b'307',b'0',b'False',b'False',b'True',b'False',b'2015-09-03 08:11:57'
b'@alyssaaa_e Jparlais au muslim qui payent pour avoir des p\\xe9ch\\xe9s c tout',b'1232286993280851972',b'Hatake',b'Rayan_dzzz',b'Lyon',b'\\U0001f468\\U0001f3fd\\u200d\\U0001f9af\\U0001f468\\U0001f3fd\\u200d\\U0001f9af\\U0001f468\\U0001f3fd\\u200d\\U0001f9af @216zak31 ici',b'6016',b'3326',b'15',b'12001',b'12876',b'False',b'False',b'True',b'False',b'2018-09-19 09:38:12'
b'3 important political science books for understanding communal violence in India (all of which disagree with one an\\u2026 https://t.co/S7Q6FI8HUW',b'1232286989178802176',b'Paul Staniland',b'pstanpolitics',"b'Chicago, IL'",b'@UChicago political scientist and @UChicagoCIR director. Research on international relations and political violence in South Asia. Notifications muted.',b'15647',b'3230',b'312',b'317',b'16743',b'False',b'False',b'True',b'False',b'2015-02-12 23:47:29'
b'@Lady__Prinny @Janewhitt5 @CataNigra @ukhomeoffice @patel4witham @BorisJohnson I clearly understand your frustratio\\u2026 https://t.co/BzYLQoaMQH',b'1232286987677294594',b'TrabemDeLumine',b'DeTravem',b'',b'EU is a parasite ...',b'109',b'173',b'0',b'2395',b'1181',b'False',b'False',b'True',b'False',b'2020-01-04 21:33:09'
"b'Saya muslim, saya bersama LBH Pelita Umat melibas ketidak adilan\\n &gt;&gt; #SaveAdvokatPejuang &lt;&lt;\\n #LBHPelitaUmat -\\u2026 https://t.co/GgsrJMnhZR'",b'1232286985357688834',b'Madjoe_Toerus',b'MToerus',b'',b'',b'14',b'43',b'0',b'148',b'44',b'False',b'False',b'True',b'False',b'2020-02-01 06:10:11'
"b'@AFatih85 @MataShinobi Saya muslim, saya bersama LBH Pelita Umat melibas ketidak adilan\\n &gt;&gt; #SaveAdvokatPejuang &lt;&lt;\\u2026 https://t.co/di57sQD9Fi'",b'1232286980144132098',b'Yuni Kaisa',b'YuniKaisa',"b'Jawa Barat, Indonesia'","b'Pada akhirnya hasil dari kesabaran akan berbuah manis,begitupun sabar dalam meniti jalan dakwah\\U0001f33b'",b'43',b'81',b'0',b'222',b'74',b'False',b'False',b'True',b'False',b'2019-05-22 22:30:51'
"b'Berulang kali kita saksikan, bagaimana penegakan hukum di negara mayoritas Muslim ini hanya menyasar pada umat Isla\\u2026 https://t.co/KOdCUXaj1i'",b'1232286977463996416',b'Recehan',b'Recehan42056243',b'',b'',b'221',b'224',b'0',b'7901',b'3810',b'False',b'False',b'True',b'False',b'2019-04-07 02:44:27'
